,locus_tag,name,left,right,strand
304,ECK120014734,fpr,4113726,4114608,-1.0
305,ECK120014735,nfo,2250758,2251697,1.0
306,ECK120014736,marRAB,1619005,1620207,1.0
307,ECK120014737,metC,3152075,3153423,1.0
308,ECK120014738,glyA,2684075,2685724,-1.0
309,ECK120014739,mtlADR,3771916,3776419,1.0
310,ECK120014740,nadB,2710357,2712042,1.0
311,ECK120014741,pncB,989154,990632,-1.0
312,ECK120014742,manXYZ,1901830,1904746,1.0
313,ECK120014743,codBA,354819,357454,1.0
314,ECK120014744,nrfABCDEFG,4287538,4294139,1.0
315,ECK120014747,pstSCAB-phoU,3906853,3911631,-1.0
316,ECK120014749,speAB,3082877,3086048,-1.0
317,ECK120014750,guaBA,2630906,2634235,-1.0
318,ECK120014752,wza-wzb-wzc-wcaAB,2132067,2137695,-1.0
319,ECK120014753,rhaT,4099491,4101073,-1.0
320,ECK120014754,zwf,1934839,1936439,-1.0
321,ECK120014755,soxS,4277060,4277558,-1.0
322,ECK120014756,torCAD,1057973,1062398,1.0
323,ECK120014757,treBC,4463054,4466454,-1.0
324,ECK120014758,araBAD,65800,70358,-1.0
325,ECK120014759,fadBA,4027609,4031179,-1.0
326,ECK120014760,glpTQ,2349935,2352633,-1.0
327,ECK120014761,metF,4132332,4133506,1.0
328,ECK120014762,rhaBAD,4093448,4097605,-1.0
329,ECK120014763,trpR,4632695,4633144,1.0
330,ECK120014764,oppABCDF,1299260,1306768,1.0
331,ECK120014765,sdaA,1896809,1898331,1.0
332,ECK120014766,kbl-tdh,3790320,3792782,-1.0
333,ECK120014767,argE,4153696,4155078,-1.0
334,ECK120014768,gntRKU,3575688,3578880,-1.0
335,ECK120014769,gntT,3546323,3547875,1.0
336,ECK120014770,accA,208280,209580,1.0
337,ECK120014771,accBC,3405115,3407302,1.0
338,ECK120014772,accD,2432963,2434143,-1.0
339,ECK120014773,acrAB,481254,485828,-1.0
340,ECK120014774,acrEF,3413702,3418177,1.0
341,ECK120014775,adiA,4338210,4340563,-1.0
342,ECK120014776,ampDE,118698,120135,1.0
343,ECK120014777,ansA-pncA,1850675,1852528,1.0
344,ECK120014778,arsRBC,3648459,3650662,1.0
345,ECK120014780,ascFB,2839347,2842414,1.0
346,ECK120014781,ascG,2838254,2839313,-1.0
347,ECK120014782,atpIBEFHAGDC,3915508,3922525,-1.0
348,ECK120014784,basRS,4332181,4333950,-1.0
349,ECK120014785,btuCED,1792809,1795240,-1.0
350,ECK120014786,caiTABCDE,34781,42272,-1.0
351,ECK120014787,chbBCARFG,1816386,1821849,-1.0
352,ECK120014788,chaBC,1272119,1273202,1.0
353,ECK120014789,cobUST,2063388,2066060,-1.0
354,ECK120014790,creABCD,4635243,4639572,1.0
355,ECK120014791,cydDC,927474,931160,-1.0
356,ECK120014793,dcm-vsr,2030448,2032346,-1.0
357,ECK120014794,def-fmt,3433650,3435161,1.0
358,ECK120014796,dppABCDF,3701864,3708581,-1.0
359,ECK120014797,envY-ompT,584680,586908,-1.0
360,ECK120014799,fdoGHI-fdhE,4080299,4085822,-1.0
361,ECK120014802,fliDST,2003740,2006165,1.0
362,ECK120014803,fliFGHIJK,2013054,2019513,1.0
363,ECK120014804,ftsYEX,3601028,3604243,-1.0
364,ECK120014805,glyQS,3722291,3725354,-1.0
365,ECK120014807,hemCDXY,3986686,3990766,-1.0
366,ECK120014808,hipBA,1590854,1592605,-1.0
367,ECK120014811,hslVU,4120368,4122354,-1.0
368,ECK120014812,hyaABCDEF,1031910,1037634,1.0
369,ECK120014813,hybOABCDEFG,3139716,3146442,-1.0
370,ECK120014814,ribF-ileS-lspA-fkpB-ispH,21383,27279,1.0
371,ECK120014815,kdpDE,721056,724414,-1.0
372,ECK120014817,lepAB,2704335,2707368,-1.0
373,ECK120014818,lgt-thyA,2964320,2966121,-1.0
374,ECK120014821,minCDE,1224279,1226127,-1.0
375,ECK120014822,modABC,794866,797612,1.0
376,ECK120014823,moeAB,864380,866574,-1.0
377,ECK120014826,narZYWV,1535937,1542590,-1.0
378,ECK120014827,nfrBA,587982,593178,-1.0
379,ECK120014828,panBC,147944,149630,-1.0
380,ECK120014830,aroG,785544,786821,1.0
381,ECK120014831,aroH,1788204,1789510,1.0
382,ECK120014832,aroL-yaiA-aroM,406226,408105,1.0
383,ECK120014833,bioA,807968,809302,-1.0
384,ECK120014834,cirA,2244778,2246973,-1.0
385,ECK120014835,cyaA,3990774,3993699,1.0
386,ECK120014836,deoCABD,4616063,4621659,1.0
387,ECK120014837,fhuACDB,167430,173444,1.0
388,ECK120014838,dusB-fis,3409983,3411626,1.0
389,ECK120014839,fnr,1398774,1399663,-1.0
390,ECK120014840,frdABCD,4378966,4382524,-1.0
391,ECK120014842,galETKM,787689,792177,-1.0
392,ECK120014843,glnALG,4053869,4058304,-1.0
393,ECK120014844,glpABC,2352396,2356752,1.0
394,ECK120014845,glpD,3561897,3563518,1.0
395,ECK120014848,katG,4133693,4136015,1.0
396,ECK120014850,lacZYA,361140,366435,-1.0
397,ECK120014851,lexA-dinF,4257068,4259121,1.0
398,ECK120014853,malPQ,3547986,3552644,-1.0
399,ECK120014855,metA,4214159,4215209,1.0
400,ECK120014856,metH,4223505,4227511,1.0
401,ECK120014858,narGHJI,1279523,1286579,1.0
402,ECK120014860,nirBDC-cysG,3493680,3499201,1.0
403,ECK120014862,ompA,1019013,1020241,-1.0
404,ECK120014863,ompF,985831,987530,-1.0
405,ECK120014864,oxyR,4158431,4159407,1.0
406,ECK120014865,phoA-psiF,401667,403601,1.0
407,ECK120014866,phoBR,417061,419245,1.0
408,ECK120014867,hflD-purB,1190616,1192686,-1.0
409,ECK120014868,purC,2596905,2597872,-1.0
410,ECK120014869,purHD,4204642,4208114,-1.0
411,ECK120014870,purL,2691656,2695635,-1.0
412,ECK120014871,purMN,2620954,2622872,1.0
413,ECK120014872,purR,1737631,1738869,1.0
414,ECK120014873,pyrC,1121561,1122782,-1.0
415,ECK120014874,pyrD,1004666,1005778,1.0
416,ECK120014875,recAX,2822139,2823848,-1.0
417,ECK120014876,rhaSR,4097589,4099494,1.0
418,ECK120014877,sodA,4100649,4101522,1.0
419,ECK120014878,ssb,4273931,4274661,1.0
420,ECK120014879,sulA,1020410,1020961,-1.0
421,ECK120014881,uvrA,4271007,4274091,-1.0
422,ECK120014882,uvrB,813107,815547,1.0
423,ECK120014883,uvrD,3997907,4000177,1.0
424,ECK120014884,ada-alkB,2308691,2310498,-1.0
425,ECK120014885,ahpCF,638609,641318,1.0
426,ECK120014886,ansB,3099654,3100866,-1.0
427,ECK120014888,cysB,1333674,1334874,1.0
428,ECK120014889,cysJIH,2887578,2892094,-1.0
429,ECK120014890,cysK,2532304,2533424,1.0
430,ECK120014891,fadL,2461005,2462646,1.0
431,ECK120014892,ilvIH,85341,87848,1.0
432,ECK120014893,purEK,551527,553187,-1.0
433,ECK120014894,tnaCAB,3888304,3891483,1.0
434,ECK120014895,phoE,259045,260281,-1.0
435,ECK120014896,tyrB,4267082,4268340,1.0
436,ECK120014897,tyrP,1989502,1990892,1.0
437,ECK120014898,ilvC,3957843,3959445,1.0
438,ECK120014899,malT,3552943,3555820,1.0
439,ECK120014900,fabA,1015952,1016544,-1.0
440,ECK120014901,mtr,3304573,3305975,-1.0
441,ECK120014902,purA,4404566,4405985,1.0
442,ECK120014903,aidB,4414182,4415900,1.0
443,ECK120014905,araFGH,1982554,1986412,-1.0
444,ECK120014906,araJ,411297,412630,-1.0
445,ECK120014907,cyoABCDE,446815,451930,-1.0
446,ECK120014910,mdh,3383330,3384470,-1.0
447,ECK120014911,carAB,29240,34120,1.0
448,ECK120014912,argD,3488960,3490249,-1.0
449,ECK120014913,asnA,3927013,3928147,1.0
450,ECK120014916,betIBA,325577,329442,-1.0
451,ECK120014917,betT,329381,331496,1.0
452,ECK120014918,bioBFCD,809262,812947,1.0
453,ECK120014919,cadC,4360396,4362182,-1.0
454,ECK120014920,crp,3485854,3486792,1.0
455,ECK120014921,cpdB,4434622,4436683,-1.0
456,ECK120014922,malK-lamB-malM,4246483,4250474,1.0
457,ECK120014923,speC,3107020,3109175,-1.0
458,ECK120014924,tdcABCDEFG,3258285,3267293,-1.0
459,ECK120014925,ubiG,2339539,2340289,1.0
460,ECK120014926,ebgAC,3222551,3226171,1.0
461,ECK120014927,fucPIKUR,2934028,2940099,1.0
462,ECK120014928,mutY-yggX-mltC-nupG,3102911,3106970,1.0
463,ECK120014929,uhpT,3845776,3847312,-1.0
464,ECK120014930,melAB,4341640,4344790,1.0
465,ECK120014931,malXY,1699201,1702129,1.0
466,ECK120014932,udp,4016287,4017192,1.0
467,ECK120014933,fucAO,2931865,2933989,-1.0
468,ECK120014935,malS,3737228,3739620,1.0
469,ECK120014936,aldB,3754906,3756724,-1.0
470,ECK120014937,hns,1292461,1293247,-1.0
471,ECK120014938,gyrA,2336793,2339568,-1.0
472,ECK120014940,cynTSX,358700,361236,1.0
473,ECK120014942,cysPUWAM,2538672,2543644,-1.0
474,ECK120014943,cysDNC,2873234,2876473,-1.0
475,ECK120014944,nupC,2512909,2514244,1.0
476,ECK120014946,exuT,3244830,3246522,1.0
477,ECK120014947,fecABCDE,4510690,4516765,-1.0
478,ECK120014948,fdhF,4297178,4299543,-1.0
479,ECK120014950,proP,4330274,4332004,1.0
480,ECK120014951,narXL,1275179,1277930,-1.0
481,ECK120014952,fdnGHI,1547245,1551991,1.0
482,ECK120014953,ndh,1165862,1167389,1.0
483,ECK120014954,gadY,3664804,3664969,1.0
484,ECK120014957,ugpBAECQ,3587370,3592463,-1.0
485,ECK120014959,entS,622199,623550,1.0
486,ECK120014960,gcvB,2942624,2942901,1.0
487,ECK120014966,ybhK,815739,816647,-1.0
488,ECK120014967,folA,49642,50302,1.0
489,ECK120014968,dapB,28252,29272,1.0
490,ECK120014969,lysP,2247063,2248652,-1.0
491,ECK120014972,pfkB,1806323,1807299,1.0
492,ECK120014973,gltX,2519208,2520858,-1.0
493,ECK120014974,amn,2054989,2056515,1.0
494,ECK120014975,rimL,1498743,1499477,1.0
495,ECK120014976,manA,1688476,1689751,1.0
496,ECK120014978,alaS,2819381,2822114,-1.0
497,ECK120014979,pepD,254259,255809,-1.0
498,ECK120014981,pgi,4233673,4235407,1.0
499,ECK120014982,adk,496965,497819,1.0
500,ECK120014983,aspC,984519,985743,-1.0
501,ECK120014984,bcp,2600437,2600948,1.0
502,ECK120014985,blc,4377189,4378008,-1.0
503,ECK120014986,cdh,4109794,4110730,1.0
504,ECK120014987,cspD,922366,922818,-1.0
505,ECK120014988,cysE,3781741,3782681,-1.0
506,ECK120014990,glnS,705892,707978,1.0
507,ECK120014991,hemN,4051943,4053418,1.0
508,ECK120014992,hisS,2639301,2640642,-1.0
509,ECK120014993,katE,1813756,1816282,1.0
510,ECK120014995,lpp,1757296,1757657,1.0
511,ECK120014996,ppc,4150447,4153245,-1.0
512,ECK120014997,rep,3960647,3962698,1.0
513,ECK120014999,sbcB,2082728,2084183,1.0
514,ECK120015001,ung,2716656,2717443,1.0
515,ECK120015002,lysC,4231884,4233616,-1.0
516,ECK120015003,uvrYC,1992874,1995545,-1.0
517,ECK120015004,proS,217020,218837,-1.0
518,ECK120015008,ppiD,461653,463786,1.0
519,ECK120015010,ssuEADCB,993277,997746,-1.0
520,ECK120015012,dnaQ,235934,236798,1.0
