,locus_tag,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
95,ECK120009010,fepDGC,-1.0,622192.0,Sigma70,622200.0,622205.0,622224.0,622229.0,619384.0,622192.0
96,ECK120009011,csiE,1.0,2665401.0,Sigma70,2665391.0,2665396.0,2665367.0,2665372.0,2665401.0,2666715.0
97,ECK120009012,csiD-ygaF-gabDTP,1.0,2788927.0,Sigma38,2788916.0,2788926.0,2788899.0,2788904.0,2788927.0,2795653.0
98,ECK120009013,mdoGH,1.0,1109257.0,Sigma70,1109248.0,1109253.0,1109221.0,1109226.0,1109257.0,1113560.0
99,ECK120009014,bamC,-1.0,2599014.0,Sigma24,2599023.0,2599027.0,2599045.0,2599050.0,2597803.0,2599014.0
100,ECK120009015,rfaDFCL,1.0,3793939.0,Sigma70,3793926.0,3793931.0,3793903.0,3793908.0,3793939.0,3798207.0
101,ECK120009016,rfaDFCL,1.0,3793896.0,,,,,,3793896.0,3798207.0
102,ECK120009017,rfaDFCL,1.0,3793970.0,Sigma24,3793958.0,3793962.0,3793936.0,3793941.0,3793970.0,3798207.0
103,ECK120009018,fadD-sroD,-1.0,1889807.0,Sigma70,1889811.0,1889816.0,1889836.0,1889841.0,1888017.0,1889807.0
104,ECK120009019,hemA-prfA-prmC,1.0,1263676.0,Sigma70,1263663.0,1263668.0,1263641.0,1263646.0,1263676.0,1266927.0
105,ECK120009020,hemA,1.0,1263583.0,,,,,,1263583.0,1264970.0
106,ECK120009021,iclR,-1.0,4223652.0,,,,,,4222804.0,4223652.0
107,ECK120009022,secMA-mutT,1.0,,,,,,,107705.0,111433.0
108,ECK120009023,nagE,1.0,703840.0,Sigma70,703827.0,703832.0,703804.0,703809.0,703840.0,705965.0
109,ECK120009024,norVW,1.0,2832439.0,Sigma54,2832425.0,2832429.0,2832413.0,2832418.0,2832439.0,2835045.0
110,ECK120009025,garD,1.0,,,,,,,3275282.0,3276853.0
111,ECK120009026,gudPXD,-1.0,,,,,,,2918045.0,2922100.0
112,ECK120009027,mngAB,1.0,765811.0,Sigma32,765797.0,765802.0,765780.0,765785.0,765811.0,770611.0
113,ECK120009028,rpiB,1.0,4313257.0,Sigma70,4313245.0,4313250.0,4313222.0,4313227.0,4313257.0,4313827.0
114,ECK120009029,cdaR,1.0,182447.0,,,,,,182447.0,183620.0
115,ECK120009030,alsRBACE,-1.0,4313137.0,Sigma70,4313142.0,4313147.0,4313167.0,4313172.0,4307783.0,4313137.0
116,ECK120009031,alsRBACE,-1.0,4313132.0,Sigma70,4313142.0,4313147.0,4313167.0,4313172.0,4307783.0,4313132.0
117,ECK120009032,gntR,-1.0,3578818.0,Sigma70,3578825.0,3578830.0,3578850.0,3578855.0,3577622.0,3578818.0
118,ECK120009033,gntR,-1.0,3578862.0,,,,,,3577622.0,3578862.0
119,ECK120009034,gntR,-1.0,3578880.0,,,,,,3577622.0,3578880.0
120,ECK120009035,recAX,-1.0,2823819.0,Sigma70,2823825.0,2823830.0,2823847.0,2823852.0,2822139.0,2823819.0
121,ECK120009036,galETKM,-1.0,792177.0,,,,,,787797.0,792177.0
122,ECK120009037,dcuB-fumB,-1.0,4349091.0,,,,,,4345631.0,4349091.0
123,ECK120009038,znuCB,1.0,1942634.0,Sigma70,1942622.0,1942627.0,1942597.0,1942602.0,1942634.0,1944199.0
124,ECK120009039,zntA,1.0,3606422.0,Sigma70,3606410.0,3606415.0,3606384.0,3606389.0,3606422.0,3608649.0
125,ECK120009040,znuA,-1.0,1942661.0,Sigma38,1942668.0,1942678.0,1942690.0,1942695.0,1941651.0,1942661.0
126,ECK120009041,idnK,1.0,4494597.0,Sigma70,4494585.0,4494590.0,4494561.0,4494566.0,4494597.0,4495186.0
127,ECK120009042,idnDOTR,-1.0,4494435.0,,,,,,4490141.0,4494435.0
128,ECK120009043,lacZYA,-1.0,366358.0,,,,,,361140.0,366358.0
129,ECK120009044,lacZYA,-1.0,366365.0,,,,,,361140.0,366365.0
130,ECK120009045,lacZYA,-1.0,366377.0,,,,,,361140.0,366377.0
131,ECK120009046,ompA,-1.0,1020187.0,,,,,,1019013.0,1020187.0
132,ECK120009047,csrB,-1.0,2924524.0,Sigma70,2924526.0,2924531.0,2924552.0,2924557.0,2924166.0,2924524.0
133,ECK120009048,crr,1.0,2535610.0,Sigma38,,,,,2535610.0,2536380.0
134,ECK120009049,nrdDG,-1.0,4462838.0,Sigma70,4462846.0,4462851.0,4462873.0,4462878.0,4459900.0,4462838.0
135,ECK120009050,crr,1.0,2535480.0,,,,,,2535480.0,2536380.0
136,ECK120009051,bglGFB,-1.0,3906697.0,,,,,,3902249.0,3906697.0
137,ECK120009052,csrC,1.0,4051036.0,,,,,,4051036.0,4051280.0
138,ECK120009053,gabDTP,1.0,2790912.0,Sigma38,2790893.0,2790903.0,2790875.0,2790880.0,2790912.0,2795653.0
139,ECK120009054,gntRKU,-1.0,,,,,,,3575688.0,3578726.0
140,ECK120009055,idnR,-1.0,4491182.0,Sigma70,4491187.0,4491192.0,4491209.0,4491214.0,4490141.0,4491182.0
141,ECK120009056,gntT,1.0,3546449.0,,,,,,3546449.0,3547875.0
142,ECK120009057,gntT,1.0,3546446.0,,,,,,3546446.0,3547875.0
143,ECK120009058,gntP,-1.0,4551334.0,Sigma70,4551341.0,4551346.0,4551368.0,4551373.0,4549922.0,4551334.0
144,ECK120009059,gntXY,1.0,3544667.0,Sigma70,3544655.0,3544660.0,3544628.0,3544633.0,3544667.0,3546199.0
145,ECK120009060,ibpB,-1.0,3866981.0,Sigma54,3866983.0,3866987.0,3866995.0,3867000.0,3866469.0,3866981.0
146,ECK120009061,groSL,1.0,4370616.0,Sigma70,4370603.0,4370608.0,4370580.0,4370585.0,4370616.0,4372671.0
147,ECK120009062,uxaCA,-1.0,3244857.0,Sigma70,3244863.0,3244868.0,3244890.0,3244895.0,3241827.0,3244857.0
148,ECK120009063,uxuR,1.0,4554458.0,Sigma70,4554447.0,4554452.0,4554424.0,4554429.0,4554458.0,4555349.0
149,ECK120009065,metA,1.0,4214159.0,Sigma70,4214146.0,4214151.0,4214125.0,4214130.0,4214159.0,4215209.0
150,ECK120009066,yjaB,-1.0,,,,,,,4213680.0,4214123.0
151,ECK120009067,uidABC,-1.0,1696152.0,,,,,,1691586.0,1696152.0
152,ECK120009068,uidR,-1.0,1697075.0,Sigma70,1697081.0,1697086.0,1697108.0,1697113.0,1696462.0,1697075.0
153,ECK120009069,fusA-tufA,-1.0,3473685.0,Sigma24,3473689.0,3473693.0,3473710.0,3473715.0,3470145.0,3473685.0
154,ECK120009070,ulaABCDEF,1.0,4419927.0,Sigma70,4419915.0,4419920.0,4419892.0,4419897.0,4419927.0,4424386.0
155,ECK120009071,ulaG,-1.0,4419675.0,,,,,,4418561.0,4419675.0
156,ECK120009072,pdxB-usg-truA-dedA,-1.0,2437884.0,,,,,,2434082.0,2437884.0
157,ECK120009073,usg-truA-dedA,-1.0,2436890.0,,,,,,2434082.0,2436890.0
158,ECK120009074,flk,1.0,2437912.0,,,,,,2437912.0,2438945.0
159,ECK120009075,rsmA-apaGH,-1.0,52588.0,,,,,,50380.0,52588.0
160,ECK120009076,pdxA-rsmA-apaGH,-1.0,,,,,,,50380.0,53416.0
161,ECK120009077,apaGH,-1.0,52034.0,,,,,,50380.0,52034.0
162,ECK120009078,pdxA-rsmA,-1.0,,,,,,,51609.0,53416.0
163,ECK120009079,fadIJ,-1.0,2460511.0,Sigma70,2460517.0,2460522.0,2460540.0,2460545.0,2457015.0,2460511.0
164,ECK120009080,ydiQRST-fadK,1.0,,,,,,,1779617.0,1784677.0
165,ECK120009081,osmF-yehYXW,-1.0,2219523.0,Sigma38,2219530.0,2219540.0,2219554.0,2219559.0,2215745.0,2219523.0
166,ECK120009082,malZ,1.0,422495.0,,,,,,422495.0,424553.0
167,ECK120009083,aes,-1.0,500051.0,,,,,,498945.0,500051.0
168,ECK120009084,ynfEFGH-dmsD,1.0,1658003.0,Sigma70,1657991.0,1657996.0,1657966.0,1657971.0,1658003.0,1665120.0
169,ECK120009085,argG,1.0,3318562.0,Sigma70,3318549.0,3318554.0,3318528.0,3318533.0,3318562.0,3319980.0
170,ECK120009086,yicR-rpmBG-mutM,-1.0,3812577.0,,,,,,3810343.0,3812577.0
171,ECK120009087,mutM,-1.0,3811175.0,Sigma32,3811185.0,3811190.0,3811204.0,3811209.0,3810343.0,3811175.0
172,ECK120009088,rpmBG-mutM,-1.0,3811995.0,,3812003.0,3812008.0,,,3810343.0,3811995.0
173,ECK120009089,mutY-yggX-mltC-nupG,1.0,3102988.0,,,,,,3102988.0,3106970.0
174,ECK120009090,mutY-yggX-mltC-nupG,1.0,3102911.0,,,,,,3102911.0,3106970.0
175,ECK120009091,yggX-mltC-nupG,1.0,3103993.0,,,,,,3103993.0,3106970.0
176,ECK120009092,mutY-yggX,1.0,3102988.0,,,,,,3102988.0,3104368.0
177,ECK120009093,mutY-yggX-mltC,1.0,3102988.0,,,,,,3102988.0,3105512.0
178,ECK120009094,yggX,1.0,3103993.0,,,,,,3103993.0,3104368.0
179,ECK120009095,yggX-mltC,1.0,3103993.0,,,,,,3103993.0,3105512.0
180,ECK120009096,yicR-rpmBG,-1.0,3812577.0,,,,,,3811209.0,3812577.0
181,ECK120009097,arcB,-1.0,3353049.0,,,,,,3350689.0,3353049.0
182,ECK120009098,mcrBC,-1.0,,,,,,,4576912.0,4579337.0
183,ECK120009099,pspG,1.0,4262816.0,Sigma54,4262801.0,4262805.0,4262789.0,4262794.0,4262816.0,4263249.0
184,ECK120009100,gadY,1.0,3664864.0,Sigma38,3664847.0,3664857.0,3664829.0,3664834.0,3664864.0,3664961.0
185,ECK120009101,mutY-yggX,1.0,3102911.0,,,,,,3102911.0,3104368.0
186,ECK120009102,mutY-yggX-mltC,1.0,3102911.0,,,,,,3102911.0,3105512.0
187,ECK120009103,menBCE,-1.0,,,,,,,2373648.0,2376819.0
188,ECK120009104,ubiEJB,1.0,,,,,,,4018855.0,4021866.0
189,ECK120009105,glnA,-1.0,4058222.0,Sigma70,4058233.0,4058238.0,4058255.0,4058260.0,4055990.0,4058222.0
190,ECK120009106,glnA,-1.0,4058107.0,Sigma54,4058117.0,4058121.0,4058128.0,4058133.0,4055990.0,4058107.0
191,ECK120009107,serC,1.0,957595.0,Sigma70,957584.0,957589.0,957561.0,957566.0,957595.0,958741.0
192,ECK120009108,ugpBAECQ,-1.0,3592378.0,Sigma70,3592384.0,3592389.0,3592405.0,3592410.0,3587370.0,3592378.0
193,ECK120009109,ugpBAECQ,-1.0,3592426.0,Sigma70,3592436.0,3592441.0,3592457.0,3592462.0,3587370.0,3592426.0
194,ECK120009110,yidQ,1.0,3867544.0,Sigma24,3867539.0,3867543.0,3867515.0,3867520.0,3867544.0,3868060.0
195,ECK120009111,aspA-dcuA,-1.0,4368432.0,Sigma70,4368439.0,4368444.0,4368464.0,4368469.0,4365472.0,4368432.0
196,ECK120009112,entS,1.0,622258.0,Sigma70,622245.0,622250.0,622222.0,622227.0,622258.0,623550.0
197,ECK120009113,entS,1.0,622253.0,Sigma70,622240.0,622245.0,622216.0,622221.0,622253.0,623550.0
198,ECK120009114,gcvB,1.0,2942696.0,Sigma70,2942684.0,2942689.0,2942661.0,2942666.0,2942696.0,2942901.0
199,ECK120009116,metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp,-1.0,3318297.0,Sigma70,3318305.0,3318310.0,3318328.0,3318333.0,3308999.0,3318297.0
200,ECK120009117,tisB,1.0,3853337.0,,3853325.0,3853330.0,,,3853337.0,3853689.0
201,ECK120009118,dolP,1.0,3296349.0,Sigma24,3296336.0,3296340.0,3296313.0,3296318.0,3296349.0,3296984.0
202,ECK120009119,ytfJ,-1.0,4439286.0,Sigma24,4439292.0,4439296.0,4439314.0,4439319.0,4438708.0,4439286.0
203,ECK120009120,ybhK,-1.0,,,,,,,815739.0,816647.0
204,ECK120009121,folA,1.0,49799.0,Sigma70,49787.0,49792.0,49763.0,49768.0,49799.0,50302.0
205,ECK120009122,valS,-1.0,4483927.0,Sigma70,4483935.0,4483940.0,4483959.0,4483964.0,4480932.0,4483927.0
206,ECK120009123,gltX,-1.0,2520730.0,Sigma70,2520738.0,2520743.0,2520760.0,2520765.0,2519208.0,2520730.0
207,ECK120009124,rimL,1.0,1498743.0,,1498731.0,1498736.0,1498708.0,1498713.0,1498743.0,1499477.0
208,ECK120009125,pepD,-1.0,255776.0,,,,,,254259.0,255776.0
209,ECK120009126,blc,-1.0,4377745.0,Sigma38,4377750.0,4377760.0,4377772.0,4377777.0,4377189.0,4377745.0
210,ECK120009127,cdh,1.0,4109907.0,,,,,,4109907.0,4110730.0
211,ECK120009128,cspD,-1.0,922676.0,Sigma70,922685.0,922690.0,922707.0,922712.0,922366.0,922676.0
212,ECK120009129,cysE,-1.0,3782681.0,,,,,,3781741.0,3782681.0
213,ECK120009130,hemN,1.0,4051943.0,Sigma70,4051931.0,4051936.0,4051910.0,4051915.0,4051943.0,4053418.0
214,ECK120009131,katE,1.0,1813814.0,Sigma38,1813796.0,1813806.0,1813776.0,1813781.0,1813814.0,1816282.0
215,ECK120009132,lpp,1.0,1757383.0,,,,,,1757383.0,1757657.0
216,ECK120009133,rep,1.0,3960647.0,Sigma70,3960638.0,3960643.0,3960615.0,3960620.0,3960647.0,3962698.0
217,ECK120009134,sbcB,1.0,2082728.0,,,,,,2082728.0,2084183.0
218,ECK120009135,ung,1.0,2716738.0,,,,,,2716738.0,2717443.0
219,ECK120009136,gltX,-1.0,2520776.0,Sigma70,2520782.0,2520787.0,2520805.0,2520810.0,2519208.0,2520776.0
220,ECK120009137,gltX,-1.0,2520784.0,Sigma70,2520791.0,2520796.0,2520814.0,2520819.0,2519208.0,2520784.0
221,ECK120009138,ssb,1.0,4274080.0,Sigma70,4274072.0,4274077.0,4274050.0,4274055.0,4274080.0,4274661.0
222,ECK120009139,ssb,1.0,4274092.0,Sigma70,4274086.0,4274091.0,4274062.0,4274067.0,4274092.0,4274661.0
223,ECK120009141,kbaZ-agaVWA,1.0,3278866.0,Sigma70,3278857.0,3278862.0,3278831.0,3278836.0,3278866.0,3281625.0
224,ECK120009142,agaR,-1.0,3278703.0,Sigma70,3278704.0,3278709.0,3278726.0,3278731.0,3277856.0,3278703.0
225,ECK120009143,agaSYBCDI,1.0,3281889.0,Sigma70,3281873.0,3281878.0,3281852.0,3281857.0,3281889.0,3287025.0
226,ECK120009144,speB,-1.0,3083946.0,Sigma38,3083953.0,3083963.0,3083974.0,3083979.0,3082877.0,3083946.0
227,ECK120009145,ssuEADCB,-1.0,997563.0,Sigma70,997569.0,997574.0,997592.0,997597.0,993277.0,997563.0
228,ECK120009146,ytjB-lplA,-1.0,4624799.0,,,,,,4623101.0,4624799.0
229,ECK120009147,tyrP,1.0,1989502.0,,,,,,1989502.0,1990892.0
230,ECK120009148,aceEF,1.0,122969.0,Sigma70,122956.0,122961.0,122934.0,122939.0,122969.0,127619.0
231,ECK120009149,atpBEFHAGDC,-1.0,3922270.0,,,,,,3915508.0,3922270.0
232,ECK120009150,atpBEFHAGDC,-1.0,3922134.0,,,,,,3915508.0,3922134.0
233,ECK120009152,deoBD,1.0,4619567.0,Sigma70,4619555.0,4619560.0,,,4619567.0,4621659.0
234,ECK120009153,dnaQ,1.0,235934.0,,,,,,235934.0,236798.0
235,ECK120009154,dnaQ,1.0,236017.0,,,,,,236017.0,236798.0
236,ECK120009155,glnHPQ,-1.0,848198.0,,,,,,845741.0,848198.0
237,ECK120009156,hisBHAFI,1.0,2093360.0,Sigma70,2093354.0,2093359.0,2093328.0,2093333.0,2093360.0,2097225.0
