,locus_tag,left,right,mode,final_state,tf,strand
41,ECK120011286,3927009.0,3927023,repressor,Nac,Nac,
42,ECK120011288,4166289.0,4166303,activator,Fis,Fis,
43,ECK120011288,4166289.0,4166303,activator,Fis,Fis,
44,ECK120011290,4166258.0,4166272,activator,Fis,Fis,
45,ECK120011290,4166258.0,4166272,activator,Fis,Fis,
46,ECK120011292,4166217.0,4166231,activator,Fis,Fis,
47,ECK120011292,4166217.0,4166231,activator,Fis,Fis,
48,ECK120011296,4166277.0,4166291,repressor,H-NS,H-NS,
49,ECK120011296,4166277.0,4166291,repressor,H-NS,H-NS,
50,ECK120011300,711573.0,711592,activator,SoxS,SoxS,
51,ECK120011304,710883.0,710899,activator,OxyR,OxyR,
52,ECK120011308,3059694.0,3059712,activator,PhoB-phosphorylated,PhoB,
53,ECK120011310,4097608.0,4097629,activator,CRP-cyclic-AMP,CRP,
54,ECK120011310,4097608.0,4097629,activator,CRP-cyclic-AMP,CRP,
55,ECK120011316,2868052.0,2868073,repressor,CRP-cyclic-AMP,CRP,
56,ECK120011318,2868170.0,2868191,repressor,CRP-cyclic-AMP,CRP,
57,ECK120011322,1103865.0,1103866,repressor,CpxR-phosphorylated,CpxR,
58,ECK120011322,1103865.0,1103866,repressor,CpxR-phosphorylated,CpxR,
59,ECK120011326,103511.0,103524,activator,RcsB-phosphorylated,RcsB,
60,ECK120011334,2001849.0,2001865,activator,FlhDC,FlhDC,
61,ECK120011336,2019539.0,2019555,activator,FlhDC,FlhDC,
62,ECK120011343,3683569.0,3683590,activator,CRP-cyclic-AMP,CRP,
63,ECK120011350,4382508.0,4382524,activator,DcuR-phosphorylated,DcuR,
64,ECK120011350,4382508.0,4382524,activator,DcuR-phosphorylated,DcuR,
65,ECK120011352,3683596.0,3683612,activator,DcuR-phosphorylated,DcuR,
66,ECK120011356,1016509.0,1016526,repressor,FabR,FabR,
67,ECK120011358,2441653.0,2441670,repressor,FabR,FabR,
68,ECK120011366,656110.0,656123,activator,FNR,FNR,
69,ECK120011368,656140.0,656153,activator,FNR,FNR,
70,ECK120011370,656192.0,656205,activator,FNR,FNR,
71,ECK120011372,656416.0,656430,activator,ArcA-phosphorylated,ArcA,
72,ECK120011374,1671288.0,1671306,activator,PhoB-phosphorylated,PhoB,
73,ECK120011374,1671288.0,1671306,activator,PhoB-phosphorylated,PhoB,
74,ECK120011376,1339249.0,1339268,activator,SoxS,SoxS,
75,ECK120011381,1556546.0,1556563,activator,NhaR-Na<SUP>+</SUP>,NhaR,
76,ECK120011386,1556537.0,1556551,repressor,Lrp,Lrp,
77,ECK120011386,1556537.0,1556551,activator,Lrp,Lrp,
78,ECK120011392,2601033.0,2601050,activator,HyfR,HyfR,
79,ECK120011396,2601034.0,2601047,activator,FhlA-formate,FhlA,
80,ECK120011398,1367989.0,1368001,activator,IHF,IHF,
81,ECK120011402,1367931.0,1367947,repressor,PspF,PspF,
82,ECK120011402,1367931.0,1367947,activator,PspF,PspF,
83,ECK120011408,4466250.0,4466266,repressor,TreR,TreR,
84,ECK120011410,4466283.0,4466299,repressor,TreR,TreR,
85,ECK120011416,911127.0,911146,activator,SoxS,SoxS,
86,ECK120011416,911127.0,911146,activator,SoxS,SoxS,
87,ECK120011421,2349531.0,2349550,activator,SoxS,SoxS,
88,ECK120011423,1011614.0,1011633,activator,MarA,MarA,
89,ECK120011423,1011614.0,1011633,activator,MarA,MarA,
90,ECK120011427,485761.0,485780,activator,SoxS,SoxS,
91,ECK120011432,2791121.0,2791135,activator,Nac,Nac,
92,ECK120011432,2791121.0,2791135,activator,Nac,Nac,
93,ECK120011435,3128180.0,3128194,repressor,ArcA-phosphorylated,ArcA,
94,ECK120011440,3128245.0,3128259,repressor,GlcC-glycolate,GlcC,
95,ECK120011440,3128245.0,3128259,activator,GlcC-glycolate,GlcC,
96,ECK120011443,3410172.0,3410193,activator,CRP-cyclic-AMP,CRP,
97,ECK120011443,3410172.0,3410193,repressor,CRP-cyclic-AMP,CRP,
98,ECK120011446,4240264.0,4240285,repressor,CRP-cyclic-AMP,CRP,
99,ECK120011448,4240260.0,4240278,activator,PhoB-phosphorylated,PhoB,
100,ECK120011450,4240238.0,4240256,activator,PhoB-phosphorylated,PhoB,
101,ECK120011452,141284.0,141305,activator,CRP-cyclic-AMP,CRP,
102,ECK120011452,141284.0,141305,repressor,CRP-cyclic-AMP,CRP,
103,ECK120011455,141330.0,141342,repressor,IHF,IHF,
104,ECK120011455,141330.0,141342,activator,IHF,IHF,
105,ECK120011475,222724.0,222739,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
106,ECK120011477,222732.0,222747,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
107,ECK120011480,3058618.0,3058639,activator,CRP-cyclic-AMP,CRP,
108,ECK120011485,368454.0,368468,activator,MhpR-3-(3-hydroxyphenyl)propanoate,MhpR,
109,ECK120011487,368413.0,368434,activator,CRP-cyclic-AMP,CRP,
110,ECK120011494,4467321.0,4467337,activator,PhoP-phosphorylated,PhoP,
111,ECK120011494,4467321.0,4467337,repressor,PhoP-phosphorylated,PhoP,
112,ECK120011494,4467321.0,4467337,repressor,PhoP-phosphorylated,PhoP,
113,ECK120011498,1908817.0,1908833,activator,PhoP-phosphorylated,PhoP,
114,ECK120011500,1190508.0,1190524,activator,PhoP-phosphorylated,PhoP,
115,ECK120011500,1190508.0,1190524,repressor,PhoP-phosphorylated,PhoP,
116,ECK120011512,3146413.0,3146427,repressor,ArcA-phosphorylated,ArcA,
117,ECK120011514,3146411.0,3146417,repressor,NarL-phosphorylated,NarL,
118,ECK120011516,3146436.0,3146442,repressor,NarL-phosphorylated,NarL,
119,ECK120011519,3911546.0,3911558,activator,IHF,IHF,
120,ECK120011519,3911546.0,3911558,activator,IHF,IHF,
121,ECK120011521,841638.0,841656,repressor,Fur-Fe<sup>2+</sup>,Fur,
122,ECK120011523,841637.0,841655,repressor,Fur-Fe<sup>2+</sup>,Fur,
123,ECK120011525,841645.0,841663,repressor,Fur-Fe<sup>2+</sup>,Fur,
124,ECK120011527,841628.0,841646,repressor,Fur-Fe<sup>2+</sup>,Fur,
125,ECK120011529,3152045.0,3152063,repressor,Fur-Fe<sup>2+</sup>,Fur,
126,ECK120011531,3410156.0,3410170,repressor,Fis,Fis,
127,ECK120011533,3410264.0,3410278,repressor,Fis,Fis,
128,ECK120011535,3151427.0,3151445,repressor,Fur-Fe<sup>2+</sup>,Fur,
129,ECK120011537,3410126.0,3410138,activator,IHF,IHF,
130,ECK120011539,1161624.0,1161642,repressor,Fur-Fe<sup>2+</sup>,Fur,
131,ECK120011541,2339492.0,2339506,repressor,Fis,Fis,
132,ECK120011543,3880205.0,3880219,repressor,Fis,Fis,
133,ECK120011543,3880205.0,3880219,repressor,Fis,Fis,
134,ECK120011545,3880252.0,3880266,repressor,Fis,Fis,
135,ECK120011545,3880252.0,3880266,repressor,Fis,Fis,
136,ECK120011547,2071332.0,2071348,repressor,OxyR,OxyR,
137,ECK120011549,2405466.0,2405480,activator,Fis,Fis,
138,ECK120011551,2405526.0,2405540,activator,Fis,Fis,
139,ECK120011553,2405563.0,2405577,activator,Fis,Fis,
140,ECK120011555,2405230.0,2405242,repressor,IHF,IHF,
141,ECK120011557,2405222.0,2405234,repressor,IHF,IHF,
142,ECK120011559,2552254.0,2552266,repressor,IHF,IHF,
143,ECK120011561,2553206.0,2553218,repressor,IHF,IHF,
144,ECK120011565,1453875.0,1453913,repressor,PaaX,PaaX,
145,ECK120011567,1453796.0,1453817,activator,CRP-cyclic-AMP,CRP,
146,ECK120011567,1453796.0,1453817,activator,CRP-cyclic-AMP,CRP,
147,ECK120011570,1453744.0,1453756,activator,IHF,IHF,
148,ECK120011570,1453744.0,1453756,activator,IHF,IHF,
149,ECK120011573,1453657.0,1453697,repressor,PaaX,PaaX,
150,ECK120011581,454377.0,454396,repressor,OmpR-phosphorylated,OmpR,
151,ECK120011581,454377.0,454396,repressor,OmpR-phosphorylated,OmpR,
152,ECK120011583,2718610.0,2718626,activator,OxyR,OxyR,
153,ECK120011585,3653964.0,3653983,repressor,MarA,MarA,
154,ECK120011596,3039774.0,3039794,activator,SoxS,SoxS,
155,ECK120011598,3039763.0,3039782,activator,SoxS,SoxS,
156,ECK120011600,771162.0,771175,repressor,FNR,FNR,
157,ECK120011600,771162.0,771175,repressor,FNR,FNR,
158,ECK120011600,771162.0,771175,repressor,FNR,FNR,
159,ECK120011600,771162.0,771175,repressor,FNR,FNR,
160,ECK120011609,771110.0,771123,activator,FNR,FNR,
161,ECK120011609,771110.0,771123,repressor,FNR,FNR,
162,ECK120011609,771110.0,771123,repressor,FNR,FNR,
163,ECK120011609,771110.0,771123,repressor,FNR,FNR,
164,ECK120011616,3494002.0,3494016,repressor,Fis,Fis,
165,ECK120011618,3493893.0,3493905,repressor,IHF,IHF,
166,ECK120011621,1330911.0,1330925,activator,Fis,Fis,
167,ECK120011623,1330879.0,1330893,activator,Fis,Fis,
168,ECK120011625,1330844.0,1330858,activator,Fis,Fis,
169,ECK120011632,2313103.0,2313117,repressor,Lrp,Lrp,
170,ECK120011632,2313103.0,2313117,repressor,Lrp,Lrp,
171,ECK120011632,2313103.0,2313117,repressor,Lrp,Lrp,
172,ECK120011632,2313103.0,2313117,repressor,Lrp,Lrp,
173,ECK120011632,2313103.0,2313117,repressor,Lrp,Lrp,
174,ECK120011637,2313134.0,2313148,repressor,Lrp,Lrp,
175,ECK120011637,2313134.0,2313148,repressor,Lrp,Lrp,
176,ECK120011637,2313134.0,2313148,repressor,Lrp,Lrp,
177,ECK120011637,2313134.0,2313148,repressor,Lrp,Lrp,
178,ECK120011637,2313134.0,2313148,repressor,Lrp,Lrp,
179,ECK120011642,2313199.0,2313210,repressor,Lrp-L-leucine,Lrp,
180,ECK120011642,2313199.0,2313210,repressor,Lrp-L-leucine,Lrp,
181,ECK120011644,2312955.0,2312974,activator,SoxS,SoxS,
182,ECK120011644,2312955.0,2312974,activator,SoxS,SoxS,
183,ECK120011646,2313036.0,2313055,activator,SoxS,SoxS,
184,ECK120011646,2313036.0,2313055,activator,SoxS,SoxS,
185,ECK120011648,2313163.0,2313177,repressor,Lrp,Lrp,
186,ECK120011648,2313163.0,2313177,repressor,Lrp,Lrp,
187,ECK120011648,2313163.0,2313177,repressor,Lrp,Lrp,
188,ECK120011648,2313163.0,2313177,repressor,Lrp,Lrp,
189,ECK120011648,2313163.0,2313177,repressor,Lrp,Lrp,
190,ECK120011653,1735256.0,1735268,repressor,IHF,IHF,
191,ECK120011656,3219279.0,3219295,activator,NtrC-phosphorylated,NtrC,
192,ECK120011656,3219279.0,3219295,activator,NtrC-phosphorylated,NtrC,
193,ECK120011658,3219257.0,3219273,activator,NtrC-phosphorylated,NtrC,
194,ECK120011658,3219257.0,3219273,activator,NtrC-phosphorylated,NtrC,
195,ECK120011660,3219330.0,3219344,unknown,Fis,Fis,
196,ECK120011660,3219330.0,3219344,unknown,Fis,Fis,
197,ECK120011662,3219196.0,3219208,unknown,IHF,IHF,
198,ECK120011662,3219196.0,3219208,unknown,IHF,IHF,
199,ECK120011664,1832269.0,1832285,activator,NtrC-phosphorylated,NtrC,
200,ECK120011666,1832289.0,1832305,activator,NtrC-phosphorylated,NtrC,
201,ECK120011668,1832311.0,1832327,activator,NtrC-phosphorylated,NtrC,
202,ECK120011673,1832083.0,1832100,activator,ArgR-L-arginine,ArgR,
203,ECK120011675,1832114.0,1832131,activator,ArgR-L-arginine,ArgR,
204,ECK120011677,1832135.0,1832152,activator,ArgR-L-arginine,ArgR,
205,ECK120011679,1832157.0,1832174,activator,ArgR-L-arginine,ArgR,
206,ECK120011682,4035161.0,4035175,activator,Fis,Fis,
207,ECK120011682,4035161.0,4035175,activator,Fis,Fis,
208,ECK120011684,4035141.0,4035155,activator,Fis,Fis,
209,ECK120011684,4035141.0,4035155,activator,Fis,Fis,
210,ECK120011686,4035121.0,4035135,activator,Fis,Fis,
211,ECK120011686,4035121.0,4035135,activator,Fis,Fis,
212,ECK120011688,4035099.0,4035113,activator,Fis,Fis,
213,ECK120011688,4035099.0,4035113,activator,Fis,Fis,
214,ECK120011690,3941439.0,3941453,activator,Fis,Fis,
215,ECK120011690,3941439.0,3941453,activator,Fis,Fis,
216,ECK120011692,3941408.0,3941422,activator,Fis,Fis,
217,ECK120011692,3941408.0,3941422,activator,Fis,Fis,
218,ECK120011694,3941388.0,3941402,activator,Fis,Fis,
219,ECK120011694,3941388.0,3941402,activator,Fis,Fis,
220,ECK120011696,2800586.0,2800604,repressor,Fur-Fe<sup>2+</sup>,Fur,
221,ECK120011696,2800586.0,2800604,repressor,Fur-Fe<sup>2+</sup>,Fur,
222,ECK120011699,787618.0,787636,repressor,Fur-Fe<sup>2+</sup>,Fur,
223,ECK120011699,787618.0,787636,repressor,Fur-Fe<sup>2+</sup>,Fur,
224,ECK120011701,787621.0,787639,repressor,Fur-Fe<sup>2+</sup>,Fur,
225,ECK120011701,787621.0,787639,repressor,Fur-Fe<sup>2+</sup>,Fur,
226,ECK120011703,3429111.0,3429125,activator,Fis,Fis,
227,ECK120011703,3429111.0,3429125,activator,Fis,Fis,
228,ECK120011705,3429131.0,3429145,activator,Fis,Fis,
229,ECK120011705,3429131.0,3429145,activator,Fis,Fis,
230,ECK120011707,3429166.0,3429180,activator,Fis,Fis,
231,ECK120011707,3429166.0,3429180,activator,Fis,Fis,
232,ECK120011709,3429184.0,3429198,activator,Fis,Fis,
233,ECK120011709,3429184.0,3429198,activator,Fis,Fis,
234,ECK120011711,3429214.0,3429228,activator,Fis,Fis,
235,ECK120011711,3429214.0,3429228,activator,Fis,Fis,
236,ECK120011713,4207784.0,4207798,activator,Fis,Fis,
237,ECK120011713,4207784.0,4207798,activator,Fis,Fis,
238,ECK120011715,4207755.0,4207769,activator,Fis,Fis,
239,ECK120011715,4207755.0,4207769,activator,Fis,Fis,
240,ECK120011717,4207739.0,4207753,activator,Fis,Fis,
241,ECK120011717,4207739.0,4207753,activator,Fis,Fis,
242,ECK120011719,4207713.0,4207727,activator,Fis,Fis,
243,ECK120011719,4207713.0,4207727,activator,Fis,Fis,
244,ECK120011721,4207686.0,4207700,activator,Fis,Fis,
245,ECK120011721,4207686.0,4207700,activator,Fis,Fis,
246,ECK120011723,2731512.0,2731526,activator,Fis,Fis,
247,ECK120011723,2731512.0,2731526,activator,Fis,Fis,
248,ECK120011725,2731532.0,2731546,activator,Fis,Fis,
249,ECK120011725,2731532.0,2731546,activator,Fis,Fis,
250,ECK120011727,2731553.0,2731567,activator,Fis,Fis,
251,ECK120011727,2731553.0,2731567,activator,Fis,Fis,
252,ECK120011729,223407.0,223421,activator,Fis,Fis,
253,ECK120011729,223407.0,223421,activator,Fis,Fis,
254,ECK120011731,223387.0,223401,activator,Fis,Fis,
255,ECK120011731,223387.0,223401,activator,Fis,Fis,
256,ECK120011733,223344.0,223358,activator,Fis,Fis,
257,ECK120011733,223344.0,223358,activator,Fis,Fis,
258,ECK120011735,223297.0,223311,activator,Fis,Fis,
259,ECK120011735,223297.0,223311,activator,Fis,Fis,
260,ECK120011737,3581019.0,3581037,repressor,Fur-Fe<sup>2+</sup>,Fur,
261,ECK120011743,3847253.0,3847272,activator,UhpA-phosphorylated,UhpA,
262,ECK120011745,354819.0,354833,activator,Nac,Nac,
263,ECK120011747,1287756.0,1287770,activator,Fis,Fis,
264,ECK120011749,1287787.0,1287801,activator,Fis,Fis,
265,ECK120011754,4617174.0,4617195,activator,CRP-cyclic-AMP,CRP,
266,ECK120011754,4617174.0,4617195,repressor,CRP-cyclic-AMP,CRP,
267,ECK120011765,4287649.0,4287663,repressor,Fis,Fis,
268,ECK120011765,4287649.0,4287663,repressor,Fis,Fis,
269,ECK120011765,4287649.0,4287663,repressor,Fis,Fis,
270,ECK120011765,4287649.0,4287663,repressor,Fis,Fis,
271,ECK120011768,4287610.0,4287622,repressor,IHF,IHF,
272,ECK120011768,4287610.0,4287622,repressor,IHF,IHF,
273,ECK120011768,4287610.0,4287622,repressor,IHF,IHF,
274,ECK120011768,4287610.0,4287622,repressor,IHF,IHF,
275,ECK120011771,4287450.0,4287471,activator,CRP-cyclic-AMP,CRP,
276,ECK120011771,4287450.0,4287471,activator,CRP-cyclic-AMP,CRP,
277,ECK120011773,4287503.0,4287524,activator,CRP-cyclic-AMP,CRP,
278,ECK120011773,4287503.0,4287524,activator,CRP-cyclic-AMP,CRP,
279,ECK120011775,4287443.0,4287457,repressor,Fis,Fis,
280,ECK120011775,4287443.0,4287457,repressor,Fis,Fis,
281,ECK120011777,4287482.0,4287496,repressor,Fis,Fis,
282,ECK120011777,4287482.0,4287496,repressor,Fis,Fis,
283,ECK120011779,4287538.0,4287550,activator,IHF,IHF,
284,ECK120011779,4287538.0,4287550,repressor,IHF,IHF,
285,ECK120011779,4287538.0,4287550,repressor,IHF,IHF,
286,ECK120011781,4287565.0,4287577,repressor,IHF,IHF,
287,ECK120011781,4287565.0,4287577,repressor,IHF,IHF,
288,ECK120011784,4466260.0,4466281,unknown,CRP-cyclic-AMP,CRP,
289,ECK120011786,987453.0,987472,repressor,OmpR-phosphorylated,OmpR,
290,ECK120011786,987453.0,987472,repressor,OmpR-phosphorylated,OmpR,
291,ECK120011788,987153.0,987172,activator,OmpR-phosphorylated,OmpR,
292,ECK120011788,987153.0,987172,repressor,OmpR-phosphorylated,OmpR,
293,ECK120011788,987153.0,987172,activator,OmpR-phosphorylated,OmpR,
294,ECK120011788,987153.0,987172,repressor,OmpR-phosphorylated,OmpR,
295,ECK120011790,987133.0,987152,activator,OmpR-phosphorylated,OmpR,
296,ECK120011790,987133.0,987152,repressor,OmpR-phosphorylated,OmpR,
297,ECK120011790,987133.0,987152,activator,OmpR-phosphorylated,OmpR,
298,ECK120011790,987133.0,987152,repressor,OmpR-phosphorylated,OmpR,
299,ECK120011795,3742725.0,3742746,unknown,CRP-cyclic-AMP,CRP,
300,ECK120011798,1237518.0,1237539,activator,CRP-cyclic-AMP,CRP,
301,ECK120011798,1237518.0,1237539,activator,CRP-cyclic-AMP,CRP,
302,ECK120011798,1237518.0,1237539,repressor,CRP-cyclic-AMP,CRP,
303,ECK120011800,3105696.0,3105717,activator,CRP-cyclic-AMP,CRP,
304,ECK120011800,3105696.0,3105717,repressor,CRP-cyclic-AMP,CRP,
305,ECK120011802,4330319.0,4330333,activator,Fis,Fis,
306,ECK120011804,4330359.0,4330373,activator,Fis,Fis,
307,ECK120011806,4611050.0,4611062,repressor,IHF,IHF,
308,ECK120011806,4611050.0,4611062,repressor,IHF,IHF,
309,ECK120011808,4610997.0,4611011,repressor,Lrp,Lrp,
310,ECK120011808,4610997.0,4611011,repressor,Lrp,Lrp,
311,ECK120011810,4610960.0,4610974,repressor,Lrp,Lrp,
312,ECK120011810,4610960.0,4610974,repressor,Lrp,Lrp,
313,ECK120011812,4611154.0,4611175,repressor,CRP-cyclic-AMP,CRP,
314,ECK120011812,4611154.0,4611175,repressor,CRP-cyclic-AMP,CRP,
315,ECK120011814,4611130.0,4611151,repressor,CRP-cyclic-AMP,CRP,
316,ECK120011814,4611130.0,4611151,repressor,CRP-cyclic-AMP,CRP,
317,ECK120011816,2911401.0,2911415,activator,Fis,Fis,
318,ECK120011816,2911401.0,2911415,activator,Fis,Fis,
319,ECK120011819,1556548.0,1556561,activator,RcsB-phosphorylated,RcsB,
320,ECK120011826,2441672.0,2441688,activator,FadR,FadR,
321,ECK120011828,3086555.0,3086570,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
322,ECK120011828,3086555.0,3086570,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
323,ECK120011830,3086567.0,3086582,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
324,ECK120011830,3086567.0,3086582,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
325,ECK120011832,638930.0,638945,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
326,ECK120011834,638940.0,638955,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
327,ECK120011836,4128572.0,4128587,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
328,ECK120011838,4128582.0,4128597,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
329,ECK120011840,4128580.0,4128595,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
330,ECK120011842,4128590.0,4128605,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
331,ECK120011844,4128588.0,4128603,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
332,ECK120011846,4128598.0,4128613,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
333,ECK120011848,4132539.0,4132554,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
334,ECK120011850,4132547.0,4132562,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
335,ECK120011852,4132545.0,4132560,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
336,ECK120011854,4132555.0,4132570,repressor,MetJ-<i>S</i>-adenosyl-L-methionine,MetJ,
337,ECK120011862,2788848.0,2788869,activator,CRP-cyclic-AMP,CRP,
338,ECK120011865,2665348.0,2665369,activator,CRP-cyclic-AMP,CRP,
339,ECK120011865,2665348.0,2665369,activator,CRP-cyclic-AMP,CRP,
340,ECK120011870,2313006.0,2313018,repressor,IHF,IHF,
341,ECK120011870,2313006.0,2313018,repressor,IHF,IHF,
342,ECK120011870,2313006.0,2313018,repressor,IHF,IHF,
343,ECK120011870,2313006.0,2313018,repressor,IHF,IHF,
344,ECK120011878,866354.0,866367,repressor,FNR,FNR,
345,ECK120011880,866524.0,866538,activator,ArcA-phosphorylated,ArcA,
346,ECK120011882,866500.0,866506,activator,NarL-phosphorylated,NarL,
347,ECK120011884,866568.0,866574,activator,NarL-phosphorylated,NarL,
348,ECK120011886,1263645.0,1263658,repressor,FNR,FNR,
349,ECK120011890,1889819.0,1889835,repressor,FadR,FadR,
350,ECK120011892,1889905.0,1889921,repressor,FadR,FadR,
351,ECK120011901,4223698.0,4223714,activator,FadR,FadR,
352,ECK120011906,1488178.0,1488186,repressor,DnaA-ATP,DnaA,
353,ECK120011910,703798.0,703820,repressor,NagC,NagC,
354,ECK120011910,703798.0,703820,repressor,NagC,NagC,
355,ECK120011913,703704.0,703726,repressor,NagC,NagC,
356,ECK120011913,703704.0,703726,repressor,NagC,NagC,
357,ECK120011916,703768.0,703789,activator,CRP-cyclic-AMP,CRP,
358,ECK120011916,703768.0,703789,activator,CRP-cyclic-AMP,CRP,
359,ECK120011916,703768.0,703789,repressor,CRP-cyclic-AMP,CRP,
360,ECK120011916,703768.0,703789,repressor,CRP-cyclic-AMP,CRP,
361,ECK120011920,1292927.0,1292941,activator,Fis,Fis,
362,ECK120011922,1292961.0,1292975,activator,Fis,Fis,
363,ECK120011924,1293069.0,1293083,activator,Fis,Fis,
364,ECK120011926,1293194.0,1293208,activator,Fis,Fis,
365,ECK120011928,1293233.0,1293247,activator,Fis,Fis,
366,ECK120011930,1293125.0,1293139,activator,Fis,Fis,
367,ECK120011932,1293022.0,1293036,activator,Fis,Fis,
368,ECK120011934,1293064.0,1293078,repressor,H-NS,H-NS,
369,ECK120011936,1293133.0,1293147,repressor,H-NS,H-NS,
370,ECK120011943,595512.0,595528,activator,CusR-phosphorylated,CusR,
371,ECK120011943,595512.0,595528,activator,CusR-phosphorylated,CusR,
372,ECK120011945,4058152.0,4058173,repressor,CRP-cyclic-AMP,CRP,
373,ECK120011947,4058154.0,4058175,repressor,CRP-cyclic-AMP,CRP,
374,ECK120011964,4360278.0,4360292,repressor,ArcA-phosphorylated,ArcA,
375,ECK120011968,42121.0,42135,activator,ArcA-phosphorylated,ArcA,
376,ECK120011970,42131.0,42145,activator,ArcA-phosphorylated,ArcA,
377,ECK120011972,42003.0,42017,activator,ArcA-phosphorylated,ArcA,
378,ECK120011974,41981.0,41995,activator,ArcA-phosphorylated,ArcA,
379,ECK120011976,4349124.0,4349140,activator,DcuR-phosphorylated,DcuR,
380,ECK120011979,1165928.0,1165942,repressor,ArcA-phosphorylated,ArcA,
381,ECK120011981,1166020.0,1166034,repressor,ArcA-phosphorylated,ArcA,
382,ECK120011983,1166036.0,1166050,repressor,ArcA-phosphorylated,ArcA,
383,ECK120011985,1166041.0,1166055,repressor,ArcA-phosphorylated,ArcA,
384,ECK120011987,1166050.0,1166064,repressor,ArcA-phosphorylated,ArcA,
385,ECK120011989,1166052.0,1166066,repressor,ArcA-phosphorylated,ArcA,
386,ECK120011992,890826.0,890845,activator,SoxS,SoxS,
387,ECK120011995,4100732.0,4100746,repressor,ArcA-phosphorylated,ArcA,
388,ECK120011997,4100743.0,4100757,repressor,ArcA-phosphorylated,ArcA,
389,ECK120011999,4100715.0,4100729,repressor,ArcA-phosphorylated,ArcA,
