,locus_tag,name,left,right,strand
194,b0193,yaeF,216179,217003,-1
195,b0194,proS,217057,218775,-1
196,b0195,trmO,218887,219594,-1
197,b0196,rcsF,219591,219995,-1
198,b0197,metQ,220113,220928,-1
199,b0198,metI,220968,221621,-1
200,b0199,metN,221614,222645,-1
201,b0200,gmhB,222833,223408,1
202,b0207,dkgB,229167,229970,1
203,b0208,yafC,229967,230881,-1
204,b0209,yafD,231122,231922,1
205,b0210,yafE,231926,232549,1
206,b0211,mltD,232597,233955,-1
207,b0212,gloB,234027,234782,-1
208,b0213,yafS,234816,235538,1
209,b0214,rnhA,235535,236002,-1
210,b0215,dnaQ,236067,236798,1
211,b0217,yafT,237335,238120,1
212,b4586,ykfM,238257,238736,-1
213,b0218,yafU,238746,239084,-1
214,b4503,yafF,239190,239378,1
215,b0219,yafV,239419,240189,-1
216,b0220,ivy,240343,240816,1
217,b0221,fadE,240859,243303,-1
218,b0222,lpcA,243543,244121,1
219,b0223,yafJ,244327,245094,1
220,b0224,yafK,245065,245805,-1
221,b0225,yafQ,245961,246239,-1
222,b0226,dinJ,246242,246502,-1
223,b0227,yafL,246712,247461,1
224,b0228,rayT,247637,248134,1
225,b0229,lfhA,248358,250070,-1
226,b0230,lafU,250072,250827,1
227,b0231,dinB,250898,251953,1
228,b0232,yafN,252005,252298,1
229,b0233,yafO,252301,252699,1
230,b0234,yafP,252709,253161,1
231,b0235,ykfJ,253467,253733,1
232,b0236,prfH,253702,254202,1
233,b0237,pepD,254259,255716,-1
234,b0238,gpt,255977,256435,1
235,b0239,frsA,256527,257771,1
236,b0240,crl,257829,257899,1
237,b4710,insB9,257923,258426,-1
238,b4709,insA9,258345,258620,-1
239,b0241,phoE,259045,260100,-1
240,b0242,proB,260388,261491,1
241,b0243,proA,261503,262756,1
242,b4626,ykfN,263150,263212,-1
243,b0245,ykfI,263328,263669,-1
244,b0246,yafW,263690,264007,-1
245,b4504,ykfH,264026,264247,-1
246,b0247,ykfG,264256,264732,-1
247,b0248,yafX,264748,265206,-1
248,b0249,ykfF,265304,265543,-1
249,b0250,ykfB,265620,266087,-1
250,b0251,yafY,266110,266553,-1
251,b0252,yafZ,267184,268005,-1
252,b0253,ykfA,268097,268960,-1
253,b0254,perR,269289,270182,-1
254,b4587,insN,270278,270540,1
255,b0256,insI-1,270603,271754,1
256,b0258,ykfC,272847,273992,1
257,b0259,insH-1,274101,275117,-1
258,b0260,mmuP,275325,276728,1
259,b0261,mmuM,276715,277647,1
260,b0262,afuC,277756,278802,-1
261,b0263,afuB,278814,279162,-1
262,b0264,insB-2,279178,279681,-1
263,b0265,insA-2,279600,279875,-1
264,b0266,yagB,280385,280735,-1
265,b0267,yagA,280829,281983,-1
266,b0268,yagE,282278,283186,1
267,b0269,yagF,283201,285168,1
268,b0270,yagG,285395,286777,1
269,b0271,yagH,286789,288399,1
270,b0272,xynR,288404,289162,-1
271,b0273,argF,289301,290305,-1
272,b4688,ykgS,290510,290638,1
273,b0274,insB-3,290649,291152,-1
274,b0275,insA-3,291071,291346,-1
275,b0276,yagJ,291500,292231,1
276,b0277,yagK,292322,292948,-1
277,b0278,yagL,293220,293918,-1
278,b0279,yagM,293945,294799,-1
279,b4729,ykgV,294918,295142,-1
280,b0280,yagN,295139,295579,-1
281,b0281,intF,295696,297096,-1
282,b0282,yagP,297381,297791,-1
283,b0283,paoD,297770,298726,-1
284,b0284,paoC,298736,300934,-1
285,b0285,paoB,300931,301887,-1
286,b0286,paoA,301884,302573,-1
287,b0287,yagU,302991,303605,1
288,b0288,ykgJ,303853,304182,-1
289,b0289,ecpE,304495,305205,-1
290,b0290,ecpD,305174,306817,-1
291,b0291,ecpC,306807,309332,-1
292,b0292,ecpB,309358,310026,-1
293,b0293,ecpA,310084,310671,-1
294,b0294,ecpR,310746,311336,-1
295,b0295,ykgL,312112,312339,1
296,b4506,ykgO,312374,312514,-1
297,b0296,ykgM,312514,312777,-1
298,b4671,ykgR,313141,313242,-1
299,b4630,ykgP,313716,313805,-1
300,b0297,eaeH,314357,315244,1
301,b0298,insE-1,315291,315590,1
302,b0299,insF-1,315587,316453,1
303,b0300,ykgA,316450,317136,-1
304,b0301,rclC,317726,318319,-1
305,b0303,rclB,318331,318567,-1
306,b0304,rclA,318676,320001,-1
307,b0305,rclR,320227,321081,1
308,b0306,ykgE,321608,322327,1
309,b0307,ykgF,322338,323765,1
310,b0308,ykgG,323758,324453,1
311,b0310,ykgH,324696,325364,-1
312,b0311,betA,325577,327247,-1
313,b0312,betB,327261,328733,-1
314,b0313,betI,328747,329334,-1
315,b0314,betT,329463,331496,1
316,b4730,yahV,331802,331876,1
317,b0315,pdeL,332371,333459,1
318,b0316,yahB,333501,334433,-1
319,b0317,yahC,334525,335022,-1
320,b0318,yahD,335280,335885,1
321,b0319,yahE,335925,336788,1
322,b0320,yahF,336778,338325,1
323,b0321,yahG,338325,339743,1
324,b0322,yahH,339793,340089,1
325,b0323,yahI,340165,341115,1
326,b0324,yahJ,341125,342507,1
327,b0325,yahK,342884,343933,1
328,b0326,yahL,344176,344991,1
329,b0327,yahM,345404,345649,1
330,b0328,yahN,345666,346337,-1
331,b0329,yahO,346484,346759,1
332,b0330,prpR,346857,348443,-1
333,b0331,prpB,348682,349572,1
334,b0333,prpC,350012,351181,1
335,b0334,prpD,351215,352666,1
336,b0335,prpE,352706,354592,1
337,b0336,codB,354922,356181,1
338,b0337,codA,356171,357454,1
339,b0338,cynR,357791,358690,-1
340,b0339,cynT,358799,359458,1
341,b0340,cynS,359489,359959,1
342,b0341,cynX,359992,361146,1
343,b0342,lacA,361249,361860,-1
344,b0343,lacY,361926,363179,-1
345,b0344,lacZ,363231,366305,-1
346,b0345,lacI,366428,367510,-1
347,b0346,mhpR,367587,368420,-1
348,b0347,mhpA,368611,370275,1
349,b0348,mhpB,370277,371221,1
350,b0349,mhpC,371239,372105,1
351,b0350,mhpD,372115,372924,1
352,b0351,mhpF,372921,373871,1
353,b0352,mhpE,373868,374881,1
354,b0353,mhpT,375459,376670,1
355,b0354,yaiL,376772,377311,1
356,b0355,frmB,377535,378368,-1
357,b0356,frmA,378462,379571,-1
358,b0357,frmR,379606,379881,-1
359,b0358,yaiO,380069,380842,-1
360,b4579,yaiX,380844,381260,-1
361,b0360,insC-1,381351,381716,1
362,b0361,insD-1,381674,382579,1
363,b0363,yaiP,382739,383935,-1
364,b4731,ykiC,383960,384079,1
365,b0364,yaiS,384059,384616,-1
366,b0365,tauA,385232,386194,1
367,b0366,tauB,386207,386974,1
368,b0367,tauC,386971,387798,1
369,b0368,tauD,387795,388646,1
370,b0369,hemB,388753,389727,-1
371,b4580,yaiT,390251,391708,1
372,b0372,insF-2,391739,392605,-1
373,b0373,insE-2,392602,392901,-1
374,b0375,iprA,394506,395129,1
375,b0376,ampH,395130,396287,-1
376,b0377,sbmA,396639,397859,1
377,b0378,yaiW,397872,398966,1
378,b0379,yaiY,399025,399333,-1
379,b0380,yaiZ,399593,399805,1
380,b0381,ddlA,399829,400923,-1
381,b0382,iraP,401386,401646,1
382,b0383,phoA,401747,403162,1
383,b0384,psiF,403281,403601,1
384,b0385,dgcC,403703,404818,1
385,b0386,proC,404835,405644,-1
386,b0387,yaiI,405764,406222,1
387,b0388,aroL,406405,406929,1
388,b0389,yaiA,406979,407170,1
389,b0390,aroM,407428,408105,1
390,b0391,ppnP,408177,408461,1
391,b0392,ykiA,408609,408950,1
392,b4732,ykiD,408947,409030,1
393,b0393,rdgC,409108,410019,-1
394,b0394,mak,410144,411052,1
395,b0396,araJ,411297,412481,-1
396,b0397,sbcC,412607,415753,-1
397,b0398,sbcD,415750,416952,-1
398,b0399,phoB,417142,417831,1
399,b0400,phoR,417889,419184,1
400,b0401,brnQ,419591,420910,1
401,b0402,proY,420986,422359,1
402,b0403,malZ,422518,424332,1
403,b0404,acpH,424337,424918,-1
404,b0405,queA,425011,426081,1
405,b0406,tgt,426137,427264,1
406,b0407,yajC,427287,427619,1
407,b0408,secD,427647,429494,1
408,b0409,secF,429505,430476,1
409,b0410,yajD,430605,430952,1
410,b0411,tsx,431129,432013,-1
411,b0412,yajI,432312,432851,-1
412,b0413,nrdR,433002,433451,1
413,b0414,ribD,433455,434558,1
414,b0415,ribE,434647,435117,1
415,b0416,nusB,435137,435556,1
416,b0417,thiL,435634,436611,1
417,b0418,pgpA,436589,437107,1
418,b0419,yajO,437161,438135,-1
419,b0420,dxs,438315,440177,-1
420,b0421,ispA,440202,441101,-1
421,b0422,xseB,441101,441343,-1
422,b0423,thiI,441549,442997,1
423,b0424,yajL,443051,443641,-1
424,b0425,panE,443604,444515,-1
425,b0426,yajQ,444683,445174,1
426,b0427,yajR,445302,446666,-1
427,b0428,cyoE,446815,447705,-1
428,b0429,cyoD,447717,448046,-1
429,b0430,cyoC,448046,448660,-1
430,b0431,cyoB,448650,450641,-1
431,b0432,cyoA,450663,451610,-1
432,b0433,ampG,452070,453545,-1
433,b0434,yajG,453589,454167,-1
434,b0435,bolA,454472,454789,1
435,b0436,tig,455133,456431,1
436,b0437,clpP,456677,457300,1
437,b0438,clpX,457426,458700,1
438,b0439,lon,458888,461242,1
439,b0440,hupB,461451,461723,1
440,b0441,ppiD,461915,463786,1
441,b0442,ybaV,463937,464308,1
442,b0443,fadM,464402,464800,1
443,b0444,queC,464852,465547,-1
444,b0445,ybaE,465612,467312,-1
445,b0446,cof,467412,468230,1
446,b0447,decR,468383,468841,1
447,b0448,mdlA,468871,470643,1
448,b0449,mdlB,470636,472417,1
449,b0450,glnK,472598,472936,1
450,b0451,amtB,472966,474252,1
451,b0452,tesB,474301,475161,-1
452,b0453,ybaY,475379,475951,1
453,b0454,atl,475982,476371,-1
454,b0456,ybaA,476672,477025,1
455,b0457,pdeB,477067,478617,-1
456,b0458,ylaC,478781,479251,-1
457,b0459,maa,479367,479918,-1
458,b0460,hha,480090,480308,-1
459,b0461,tomB,480334,480708,-1
460,b0462,acrB,481254,484403,-1
461,b0463,acrA,484426,485619,-1
462,b0464,acrR,485761,486408,1
463,b0465,mscK,486536,489898,1
464,b0466,ybaM,490110,490271,-1
465,b0467,priC,490285,490812,-1
466,b0468,ybaN,490882,491259,1
467,b0469,apt,491412,491963,1
468,b0470,dnaX,492092,494023,1
469,b0471,ybaB,494076,494405,1
470,b0472,recR,494405,495010,1
471,b0473,htpG,495120,496994,1
472,b0474,adk,497175,497819,1
473,b0475,hemH,498055,499017,1
474,b0476,aes,499014,499973,-1
475,b0477,gsk,500125,501429,1
476,b0478,ybaL,501562,503238,-1
477,b0479,fsr,503476,504696,-1
478,b0480,ushA,504914,506566,1
479,b0481,ybaK,506603,507082,-1
480,b0482,ybaP,507286,508080,-1
481,b0483,ybaQ,508218,508559,1
482,b0484,copA,508875,511379,-1
483,b0485,glsA,511641,512573,1
484,b0486,ybaT,512576,513868,1
485,b0487,cueR,513993,514400,1
486,b0488,ybbJ,514401,514859,-1
487,b0489,qmcA,514856,515773,-1
488,b0490,fetA,515919,516596,1
489,b0491,fetB,516583,517362,1
490,b0492,cnoX,517425,518279,-1
491,b0493,ybbO,518340,519149,-1
492,b0494,tesA,519139,519765,-1
493,b0495,ybbA,519733,520419,1
494,b0496,ybbP,520416,522830,1
495,b0497,rhsD,523261,527541,1
496,b0498,ybbC,527581,527949,1
497,b0499,ylbH,527949,528659,1
498,b0501,ybbD,528640,529130,1
499,b4632,ylbI,529497,529592,1
500,b0502,ylbG,529645,530016,-1
501,b0503,selU,530132,531226,-1
502,b0504,allS,531295,532221,-1
503,b0505,allA,532451,532933,1
504,b0506,allR,533011,533826,1
505,b0507,gcl,533916,535697,1
506,b0508,hyi,535710,536486,1
507,b0509,glxR,536586,537464,1
508,b0511,ybbW,537633,539087,1
509,b0512,allB,539147,540508,1
510,b0513,ybbY,540565,541866,1
511,b0514,glxK,541888,543033,1
512,b0515,allE,543261,544046,-1
513,b0516,allC,544057,545292,-1
514,b0517,allD,545314,546363,-1
515,b0518,fdrA,546680,548347,1
516,b4572,ylbE,548357,549616,1
517,b0520,ylbF,549627,550442,1
518,b0521,ybcF,550439,551332,1
519,b0522,purK,551527,552594,-1
520,b0523,purE,552591,553100,-1
521,b0524,lpxH,553218,553940,-1
522,b0525,ppiB,553943,554437,-1
523,b0526,cysS,554611,555996,1
524,b0527,ybcI,556032,556553,-1
525,b0528,ybcJ,556661,556873,-1
526,b0529,folD,556875,557741,-1
527,b0530,sfmA,558212,558754,1
528,b0531,sfmC,558974,559666,1
529,b0532,sfmD,559697,562300,1
530,b0533,sfmH,562336,563319,1
531,b0534,sfmF,563330,563845,1
532,b0535,fimZ,563848,564480,-1
533,b0537,intD,564815,565978,-1
534,b4633,xisD,565858,566079,-1
535,b0539,exoD,566098,566361,-1
536,b0542,renD,566684,566776,1
537,b0540,insE-3,566842,567141,1
538,b0541,insF-3,567138,568004,1
539,b0543,emrE,568315,568647,1
540,b4733,ylcJ,568695,568844,1
541,b0544,ybcK,568902,570428,1
542,b0545,ybcL,570893,571444,1
543,b0546,ybcM,571454,572251,1
544,b4588,ylcH,572368,572469,1
545,b0547,ybcN,572466,572921,1
546,b0548,ninE,572921,573091,1
547,b0549,ybcO,573084,573374,1
548,b0550,rusA,573371,573733,1
549,b4509,ylcG,573730,573870,1
550,b0551,ybcQ,573956,574339,1
551,b0553,nmpC,574529,574586,-1
552,b0552,insH-2,574737,575753,-1
553,b0554,essD,577398,577613,1
554,b0555,rrrD,577613,578110,1
555,b0556,rzpD,578107,578568,1
556,b4510,rzoD,578327,578509,1
557,b0557,borD,578600,578893,-1
558,b0558,ybcV,579184,579594,-1
559,b0559,ybcW,579880,580086,1
560,b4589,ylcI,580251,580445,-1
561,b0560,nohD,580834,581379,1
562,b4634,aaaD,581354,581662,1
563,b0561,tfaD,581534,582097,1
564,b0562,ybcY,582152,582806,-1
565,b0563,tfaX,582875,583060,1
566,b0564,appY,583681,584430,1
567,b0565,ompT,584680,585633,-1
568,b0566,envY,586147,586908,-1
569,b0567,ybcH,587091,587981,-1
570,b0568,nfrA,587982,590954,-1
571,b0569,nfrB,590941,593178,-1
572,b0570,cusS,593328,594770,-1
573,b0571,cusR,594760,595443,-1
574,b0572,cusC,595600,596973,1
575,b0573,cusF,597131,597463,1
576,b0574,cusB,597479,598702,1
577,b0575,cusA,598714,601857,1
578,b0576,pheP,601959,603335,1
579,b0577,ybdG,603416,604663,-1
580,b0578,nfsB,604771,605424,-1
581,b0579,ybdF,605518,605886,-1
582,b0580,ybdJ,605951,606199,-1
583,b0581,ybdK,606265,607383,-1
584,b4415,hokE,607836,607988,1
585,b0582,insL-2,608065,609177,1
586,b0583,entD,609459,610079,-1
587,b0584,fepA,610254,612494,-1
588,b0585,fes,612737,613939,1
589,b4511,ybdZ,613942,614160,1
590,b0586,entF,614157,618038,1
591,b0587,fepE,618254,619387,1
592,b0588,fepC,619384,620199,-1
593,b0589,fepG,620196,621188,-1
594,b0590,fepD,621185,622189,-1
595,b0591,entS,622300,623550,1
596,b0592,fepB,623554,624510,-1
597,b0593,entC,624885,626060,1
598,b0594,entE,626070,627680,1
599,b0595,entB,627694,628551,1
600,b0596,entA,628551,629297,1
601,b0597,entH,629300,629713,1
602,b0598,cstA,629894,631999,1
603,b4512,ybdD,632182,632379,1
604,b0599,hcxA,632389,633477,-1
605,b0600,ybdL,633586,634746,1
606,b0601,ybdM,634747,635376,-1
607,b0602,ybdN,635349,636569,-1
608,b0603,ybdO,636716,637618,-1
609,b0604,dsbG,637827,638573,-1
610,b0605,ahpC,638945,639508,1
611,b0606,ahpF,639753,641318,1
612,b0607,uspG,641439,641867,-1
613,b0608,ybdR,642088,643326,1
614,b4734,yldA,643330,643419,-1
615,b0610,rnk,643557,643967,-1
616,b0611,rna,644197,645003,-1
617,b0612,citT,645117,646580,-1
618,b0613,citG,646631,647509,-1
619,b0614,citX,647484,648035,-1
620,b0615,citF,648039,649571,-1
621,b0616,citE,649582,650490,-1
622,b0617,citD,650487,650783,-1
623,b0618,citC,650798,651856,-1
624,b0619,dpiB,652235,653893,1
625,b0620,dpiA,653862,654542,1
626,b0621,dcuC,654583,655968,-1
627,b0622,pagP,656557,657117,1
628,b0623,cspE,657292,657501,1
629,b0624,crcB,657555,657938,-1
630,b4581,ybeM,658031,658818,1
631,b0627,tatE,658947,659150,1
632,b0628,lipA,659251,660216,-1
633,b0629,ybeF,660425,661378,-1
634,b0630,lipB,661637,662278,-1
635,b0631,ybeD,662379,662642,-1
636,b0632,dacA,662752,663963,-1
637,b0633,rlpA,664102,665190,-1
638,b0634,mrdB,665201,666313,-1
639,b0635,mrdA,666316,668217,-1
640,b0636,rlmH,668248,668715,-1
641,b0637,rsfS,668719,669036,-1
642,b0638,cobC,669296,669907,-1
643,b0639,nadD,669931,670572,-1
644,b0640,holA,670574,671605,-1
645,b0641,lptE,671605,672186,-1
646,b0642,leuS,672201,674783,-1
647,b0643,ybeL,675018,675500,1
648,b0644,ybeQ,675570,676547,-1
649,b0645,ybeR,676711,677418,1
650,b0646,djlB,677415,678842,1
651,b0647,ybeT,678852,679406,-1
652,b0648,ybeU,679508,680215,1
653,b0649,djlC,680212,681663,1
654,b0650,hscC,681723,683393,-1
655,b0651,rihA,683477,684412,-1
656,b0652,gltL,684530,685255,-1
657,b0653,gltK,685255,685929,-1
658,b0654,gltJ,685929,686669,-1
659,b0655,gltI,686839,687747,-1
660,b0656,insH-3,687997,689013,-1
661,b0657,lnt,689343,690881,-1
662,b0658,ybeX,690906,691784,-1
663,b0659,ybeY,691874,692341,-1
664,b0660,ybeZ,692338,693378,-1
665,b0661,miaB,693531,694955,-1
666,b0662,ubiF,695101,696276,1
667,b0674,asnB,697513,699177,-1
668,b0675,umpH,699574,700326,-1
669,b0676,nagC,700374,701594,-1
670,b0677,nagA,701603,702751,-1
671,b0678,nagB,702811,703611,-1
672,b0679,nagE,703944,705890,1
673,b0680,glnS,706093,707757,1
674,b0681,chiP,708334,709740,1
675,b0682,chiQ,709790,710116,1
676,b0683,fur,710200,710646,-1
677,b4637,uof,710639,710725,-1
678,b0684,fldA,710935,711465,-1
679,b0685,ybfE,711605,711898,-1
680,b0686,ybfF,712038,712802,-1
681,b0687,seqA,712987,713532,1
682,b0688,pgm,713558,715198,1
683,b0689,ybfP,715412,715906,1
684,b0691,ybfG,715947,716597,-1
685,b0692,potE,716946,718265,-1
686,b0693,speF,718262,720460,-1
687,b4590,ybfK,720583,720840,1
688,b0694,kdpE,721056,721733,-1
689,b0695,kdpD,721730,724414,-1
690,b0696,kdpC,724407,724979,-1
691,b0697,kdpB,724988,727036,-1
692,b0698,kdpA,727059,728732,-1
693,b4513,kdpF,728732,728821,-1
694,b0699,ybfA,729134,729340,1
695,b0700,rhsC,729583,733776,1
696,b0702,ybfB,733776,734102,1
697,b0703,ybfO,734220,735653,1
698,b0704,ybfC,735650,736219,1
699,b4514,ybfQ,736445,736699,1
700,b0705,ybfL,736900,737961,1
701,b0706,ybfD,738092,738853,1
702,b0707,ybgA,739001,739510,1
703,b0708,phr,739507,740925,1
704,b0709,dtpD,741075,742556,-1
705,b0710,ybgI,742827,743570,1
706,b0711,pxpB,743593,744249,1
707,b0712,pxpC,744243,745175,1
708,b0713,pxpA,745165,745899,1
709,b0714,nei,745935,746726,1
710,b0715,abrB,746723,747769,-1
711,b0716,ybgO,747921,748982,-1
712,b0717,ybgP,748979,749707,-1
713,b0718,ybgQ,749722,752169,-1
714,b0719,ybgD,752229,752795,-1
715,b0720,gltA,753185,754468,-1
716,b4735,ybgU,754674,754781,-1
717,b0721,sdhC,755177,755566,1
718,b0722,sdhD,755560,755907,1
719,b0723,sdhA,755907,757673,1
720,b0724,sdhB,757689,758405,1
721,b0726,sucA,758706,761507,1
722,b0727,sucB,761522,762739,1
723,b0728,sucC,763014,764180,1
724,b0729,sucD,764180,765049,1
725,b0730,mngR,765153,765875,-1
726,b0731,mngA,765984,767960,1
727,b0732,mngB,767978,770611,1
728,b0733,cydA,771458,773026,1
729,b0734,cydB,773042,774181,1
730,b4515,cydX,774196,774309,1
731,b0735,ybgE,774309,774602,1
732,b0736,ybgC,774752,775156,1
733,b0737,tolQ,775153,775845,1
734,b0738,tolR,775849,776277,1
735,b0739,tolA,776342,777607,1
736,b0740,tolB,777740,779032,1
737,b0741,pal,779067,779588,1
738,b0742,cpoB,779598,780389,1
739,b0750,nadA,782085,783128,1
740,b0751,pnuC,783166,783885,1
741,b0752,zitB,783882,784823,-1
742,b0753,ybgS,784937,785317,-1
743,b0754,aroG,785633,786685,1
744,b0755,gpmA,786843,787595,-1
