,OPERON_ID,OPERON_NAME,REGULATIONPOSLEFT,REGULATIONPOSRIGHT,OPERON_STRAND
96,ECK120014480,polA,4046835,4049752,forward
97,ECK120014481,xylAB,3727917,3730900,reverse
98,ECK120014482,xylFGHR,3730878,3736157,forward
99,ECK120014483,hmp,2685710,2687025,forward
100,ECK120014484,rpmH-rnpA,3884065,3884852,forward
101,ECK120014485,torYZ,1954578,1958132,reverse
102,ECK120014486,nikABCDER,3613439,3618989,forward
103,ECK120014488,paaXY,1463500,1465061,forward
104,ECK120014489,proVWX,2804544,2808124,forward
105,ECK120014490,grxA,890496,890850,reverse
106,ECK120014491,mutS,2857019,2859654,forward
107,ECK120014492,cedA,1813421,1813742,reverse
108,ECK120014493,zraP,4201263,4201827,reverse
109,ECK120014494,zraSR,4201671,4204645,forward
110,ECK120014495,rsd,4196332,4196954,reverse
111,ECK120014496,pfkA,4107430,4108514,forward
112,ECK120014499,torR,1057262,1057992,reverse
113,ECK120014500,acnA,1335424,1338506,forward
114,ECK120014501,acnB,131314,134272,forward
115,ECK120014502,spf,4049804,4050007,forward
116,ECK120014504,adiY,4337168,4338194,reverse
117,ECK120014505,cdd,2231714,2232728,forward
118,ECK120014507,rihB,2254245,2255252,reverse
119,ECK120014509,phoH,1084825,1086095,forward
120,ECK120014510,tgt-yajC-secDF,425944,430476,forward
121,ECK120014511,queA,424920,426081,forward
122,ECK120014512,aroKB-damX-dam-rpe-gph-trpS,3512634,3519380,reverse
123,ECK120014515,rpsU-dnaG-rpoD,3210646,3214962,forward
124,ECK120014517,cvpA-purF-ubiX,2428030,2430927,reverse
125,ECK120014518,ompC,2310772,2313213,reverse
126,ECK120014519,yhfA,3485414,3486004,reverse
127,ECK120014520,ptsHI-crr,2533427,2536380,forward
128,ECK120014522,rcsA,2023657,2024591,forward
129,ECK120014524,glmUS,3911713,3915433,reverse
130,ECK120014525,aspV,236830,237067,forward
131,ECK120014526,thrW,262768,262946,forward
132,ECK120014527,argU,564631,564799,forward
133,ECK120014528,lysT-valT-lysW,780433,780918,forward
134,ECK120014529,valVW,1746415,1746592,forward
135,ECK120014530,proL,2286134,2286287,forward
136,ECK120014531,valUXY-lysV,2520803,2521328,forward
137,ECK120014532,metZWV,2947382,2947756,forward
138,ECK120014533,asnT,2044541,2044624,forward
139,ECK120014534,asnU,2059845,2059926,forward
140,ECK120014535,asnV,2062252,2062335,forward
141,ECK120014536,argW,2466227,2466383,forward
142,ECK120014537,pheV,3110283,3110477,forward
143,ECK120014538,ileX,3215597,3215673,forward
144,ECK120014539,argX-hisR-leuT-proM,3982282,3982841,forward
145,ECK120014541,glyVXY,4392313,4392658,forward
146,ECK120014542,leuX,4496104,4496489,forward
147,ECK120014543,metT-leuW-glnUW-metU-glnVX,696392,697237,reverse
148,ECK120014545,serT,1031551,1031786,reverse
149,ECK120014546,serX,1097565,1097758,reverse
150,ECK120014547,tyrTV-tpr,1286710,1287801,reverse
151,ECK120014549,serU,2043468,2043601,reverse
152,ECK120014550,alaWX,2518041,2518336,reverse
153,ECK120014551,serV-argVYZQ,2817784,2818697,reverse
154,ECK120014552,glyU,2998984,2999138,reverse
155,ECK120014555,proK,3708616,3708777,reverse
156,ECK120014556,pheU,4362551,4362708,reverse
157,ECK120014557,leuQPV,4606079,4606512,reverse
158,ECK120014561,pykF,1755467,1757110,forward
159,ECK120014562,uxuAB,4551350,4554361,forward
160,ECK120014563,aldA,1488019,1489671,forward
161,ECK120014564,putP,1079084,1080838,forward
162,ECK120014565,caiF,34156,34695,forward
163,ECK120014566,fixABCX,42121,45750,forward
164,ECK120014567,ompR-envZ,3534516,3536815,reverse
165,ECK120014571,rpoH,3599887,3601145,reverse
166,ECK120014572,msrA,4441538,4442311,reverse
167,ECK120014573,ampC,4377783,4379061,reverse
168,ECK120014574,edd-eda,1932085,1934833,reverse
169,ECK120014576,mobAB,4040906,4042121,reverse
170,ECK120014577,trpLEDCBA,1316383,1323136,reverse
171,ECK120014578,xapAB,2522698,2525035,reverse
172,ECK120014579,tauABCD,384982,388646,forward
173,ECK120014580,ychQA-kdsA,1266899,1269067,forward
174,ECK120014581,arcA,4639539,4640801,reverse
175,ECK120014582,putA,1074920,1078959,reverse
176,ECK120014583,nmpC,575758,577041,reverse
177,ECK120014584,cutA,4365018,4365522,reverse
178,ECK120014585,ybgA-phr,738920,740925,forward
179,ECK120014586,napFDAGHBC-ccmABCDEFGH,2291358,2303719,reverse
180,ECK120014587,yiaJ,3741684,3742683,reverse
181,ECK120014588,gadBC,1568904,1572313,reverse
182,ECK120014589,paaZ,1451597,1453817,reverse
183,ECK120014590,glpEGR,3559754,3561918,reverse
184,ECK120014592,hydN-hypF,2835173,2838280,reverse
185,ECK120014594,dadAX,1237252,1239949,forward
186,ECK120014595,garPLRK-rnpB,3269959,3274934,reverse
187,ECK120014596,rnc-era-recO-pdxJ-acpS,2700618,2704223,reverse
188,ECK120014597,hupA,4199914,4200601,forward
189,ECK120014598,hupB,461180,461778,forward
190,ECK120014599,xseA,2634148,2635602,forward
191,ECK120014600,paaABCDEFGHIJK,1453682,1463438,forward
192,ECK120014601,feaR,1446378,1447431,reverse
193,ECK120014602,cfa,1741201,1742561,forward
194,ECK120014606,xthA,1832232,1833234,forward
195,ECK120014607,tpx,1388305,1388873,reverse
196,ECK120014608,adhE,1295446,1298578,reverse
197,ECK120014610,pcnB-folK,157253,159391,reverse
198,ECK120014611,pflDC,4143995,4147136,forward
199,ECK120014612,pheLA,2737519,2738940,forward
200,ECK120014614,pntAB,1674972,1677975,reverse
201,ECK120014615,potABCD,1181783,1185623,reverse
202,ECK120014616,potFGHI,893634,897929,forward
203,ECK120014617,ppk-ppx,2622816,2626656,forward
204,ECK120014619,proBA,260388,262756,forward
205,ECK120014620,pspABCDE,1367911,1370003,forward
206,ECK120014622,rcsC,2317027,2319876,reverse
207,ECK120014625,rfbBDACX,2108337,2113175,reverse
208,ECK120014626,rnt-lhr,1728347,1733740,forward
209,ECK120014627,rph-pyrE,3815096,3816580,reverse
210,ECK120014629,rplM-rpsI,3377756,3378866,reverse
211,ECK120014630,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,3442618,3448291,reverse
212,ECK120014633,rpoZ-spoT-trmH-recG,3822077,3827291,forward
213,ECK120014635,rpsF-priB-rpsR-rplI,4424923,4426557,forward
214,ECK120014636,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,3448267,3453442,reverse
215,ECK120014637,rpsLG-fusA-tufA,3470145,3474679,reverse
216,ECK120014638,rpsMKD-rpoA-rplQ,3439581,3442644,reverse
217,ECK120014639,rpsP-rimM-trmD-rplS,2744183,2746280,reverse
218,ECK120014640,ruvAB,1944219,1946098,reverse
219,ECK120014641,secE-nusG,4177104,4178356,forward
220,ECK120014642,selAB,3758017,3761297,reverse
221,ECK120014643,ydjA-selD-topB,1844932,1848700,reverse
222,ECK120014644,serC-aroA,957454,960095,forward
223,ECK120014647,speF-potE,716946,720460,reverse
224,ECK120014648,sspAB,3376249,3377569,reverse
225,ECK120014651,tehAB,1500526,1502155,forward
226,ECK120014652,thiCEFSGH,4190735,4196280,reverse
227,ECK120014653,ybgC-tolQRA,774752,777607,forward
228,ECK120014655,ubiCA,4252425,4253888,forward
229,ECK120014656,udk-dcd,2141634,2142948,reverse
230,ECK120014658,uxaB,1609229,1610875,reverse
231,ECK120014659,xseB-ispA-dxs-yajO,437161,441373,reverse
232,ECK120014660,dsdXA,2477693,2480530,forward
233,ECK120014661,focA-pflB,951207,954879,reverse
234,ECK120014663,bolA,454349,454865,forward
235,ECK120014665,osmB,1343110,1343524,reverse
236,ECK120014667,otsBA,1980096,1982465,reverse
237,ECK120014668,csgDEFG,1100851,1103916,reverse
238,ECK120014669,stpA,2798091,2799083,reverse
239,ECK120014670,treA,1245679,1247425,reverse
240,ECK120014671,osmE,1821865,1822376,reverse
241,ECK120014673,htpX,1911652,1912762,reverse
242,ECK120014674,htpG,494817,497029,forward
243,ECK120014677,ibpAB,3866469,3867518,reverse
244,ECK120014679,grpE,2750115,2751002,reverse
245,ECK120014681,gltA,753126,754886,reverse
246,ECK120014684,glgS,3191716,3192063,reverse
247,ECK120014685,clpB,2731600,2734205,reverse
248,ECK120014690,lysU,4353200,4354870,reverse
249,ECK120014691,trmA,4162137,4163349,reverse
250,ECK120014692,uspA,3639896,3640591,forward
251,ECK120014693,upp-uraA,2618871,2620977,reverse
252,ECK120014694,nlpD-rpoS,2865667,2868829,reverse
253,ECK120014696,clpA,923080,925540,forward
254,ECK120014697,nuoABCEFGHIJKLMN,2390005,2405577,reverse
255,ECK120014698,tsx,431096,432260,reverse
256,ECK120014700,endA,3090275,3091123,forward
257,ECK120014701,sdaCB,2928229,2930943,forward
258,ECK120014702,corA,4001194,4002376,forward
259,ECK120014703,soxR,4277440,4277957,forward
260,ECK120014704,livKHMGF,3592724,3597755,reverse
261,ECK120014706,fecIR,4516764,4518350,reverse
262,ECK120014708,ppiA,3491725,3492501,reverse
263,ECK120014709,cadBA,4356470,4360430,reverse
264,ECK120014710,dcuB-fumB,4345631,4349162,reverse
265,ECK120014711,fruBKA,2259719,2263599,reverse
266,ECK120014712,ppsA,1784734,1787215,reverse
267,ECK120014713,fepA-entD,609459,612720,reverse
268,ECK120014714,fepB,623554,624749,reverse
269,ECK120014715,fepDGC,619384,622235,reverse
270,ECK120014717,tonB,1311020,1311846,forward
271,ECK120014718,mglBAC,2236743,2240633,reverse
272,ECK120014720,gcvTHP,3046126,3051097,reverse
273,ECK120014721,gcvA,2941650,2942660,reverse
274,ECK120014722,glnHPQ,845741,848205,reverse
275,ECK120014723,glpFKX,4114527,4118250,reverse
276,ECK120014724,dps,848408,849054,reverse
277,ECK120014725,thrLABC,148,5020,forward
278,ECK120014726,leuLABCD,78848,84024,reverse
279,ECK120014727,umuDC,1230708,1232454,forward
280,ECK120014729,gltBDF,3354148,3361940,forward
281,ECK120014730,livJ,3597703,3599894,reverse
282,ECK120014731,lysA,2977637,2978951,reverse
283,ECK120014733,malI,1698136,1699282,reverse
284,ECK120014734,fpr,4113726,4114608,reverse
285,ECK120014735,nfo,2250758,2251697,forward
286,ECK120014736,marRAB,1619005,1620207,forward
287,ECK120014737,metC,3152075,3153423,forward
288,ECK120014738,glyA,2684075,2685724,reverse
289,ECK120014739,mtlADR,3771916,3776419,forward
290,ECK120014740,nadB,2710357,2712042,forward
291,ECK120014741,pncB,989154,990632,reverse
292,ECK120014742,manXYZ,1901830,1904746,forward
293,ECK120014743,codBA,354819,357454,forward
294,ECK120014744,nrfABCDEFG,4287538,4294139,forward
295,ECK120014747,pstSCAB-phoU,3906853,3911631,reverse
296,ECK120014749,speAB,3082877,3086048,reverse
297,ECK120014750,guaBA,2630906,2634235,reverse
298,ECK120014752,wza-wzb-wzc-wcaAB,2132067,2137695,reverse
299,ECK120014753,rhaT,4099491,4101073,reverse
300,ECK120014754,zwf,1934839,1936439,reverse
301,ECK120014755,soxS,4277060,4277558,reverse
302,ECK120014756,torCAD,1057973,1062398,forward
303,ECK120014757,treBC,4463054,4466454,reverse
304,ECK120014758,araBAD,65800,70358,reverse
305,ECK120014759,fadBA,4027609,4031179,reverse
306,ECK120014760,glpTQ,2349935,2352633,reverse
307,ECK120014761,metF,4132332,4133506,forward
308,ECK120014762,rhaBAD,4093448,4097605,reverse
309,ECK120014763,trpR,4632695,4633144,forward
310,ECK120014764,oppABCDF,1299199,1306768,forward
311,ECK120014765,sdaA,1896809,1898331,forward
312,ECK120014766,kbl-tdh,3790320,3792782,reverse
313,ECK120014767,argE,4153696,4155078,reverse
314,ECK120014768,gntRKU,3575688,3578880,reverse
315,ECK120014769,gntT,3546323,3547875,forward
316,ECK120014770,accA,208280,209580,forward
317,ECK120014771,accBC,3405115,3407302,forward
318,ECK120014772,accD,2433012,2434143,reverse
319,ECK120014773,acrAB,481254,485828,reverse
320,ECK120014774,acrEF,3413702,3418177,forward
321,ECK120014775,adiA,4338210,4340563,reverse
322,ECK120014776,ampDE,118698,120135,forward
323,ECK120014777,ansA-pncA,1850675,1852528,forward
324,ECK120014778,arsRBC,3648459,3650662,forward
325,ECK120014780,ascFB,2839347,2842414,forward
326,ECK120014782,atpIBEFHAGDC,3915508,3922525,reverse
327,ECK120014784,basRS,4332181,4333950,reverse
328,ECK120014785,btuCED,1792809,1795240,reverse
329,ECK120014786,caiTABCDE,34781,42272,reverse
330,ECK120014787,chbBCARFG,1816386,1821849,reverse
331,ECK120014788,chaBC,1272119,1273202,forward
332,ECK120014789,cobUST,2063388,2066060,reverse
333,ECK120014790,creABCD,4635243,4639572,forward
334,ECK120014791,cydDC,927474,931164,reverse
335,ECK120014793,dcm-vsr,2030448,2032346,reverse
336,ECK120014794,def-fmt,3433650,3435161,forward
337,ECK120014796,dppABCDF,3701864,3708581,reverse
338,ECK120014797,envY-ompT,584680,586908,reverse
339,ECK120014799,fdoGHI-fdhE,4080299,4085822,reverse
340,ECK120014802,fliDST,2003740,2006165,forward
341,ECK120014803,fliFGHIJK,2013054,2019513,forward
342,ECK120014804,ftsYEX,3601028,3604243,reverse
343,ECK120014805,glyQS,3722291,3725354,reverse
344,ECK120014807,hemCDXY,3986686,3990766,reverse
345,ECK120014808,hipBA,1590854,1592605,reverse
346,ECK120014811,hslVU,4120368,4122354,reverse
347,ECK120014812,hyaABCDEF,1031910,1037634,forward
348,ECK120014813,hybOABCDEFG,3139716,3146446,reverse
349,ECK120014814,ribF-ileS-lspA-fkpB-ispH,21383,27279,forward
350,ECK120014815,kdpDE,721056,724414,reverse
351,ECK120014817,lepAB,2704335,2707368,reverse
352,ECK120014818,lgt-thyA,2964320,2966121,reverse
353,ECK120014821,minCDE,1224279,1226127,reverse
354,ECK120014822,modABC,794866,797612,forward
355,ECK120014823,moeAB,864380,866578,reverse
356,ECK120014824,motAB-cheAW,1972836,1977346,reverse
357,ECK120014826,narZYWV,1535937,1542590,reverse
358,ECK120014827,nfrBA,587982,593178,reverse
359,ECK120014828,panBC,147944,149630,reverse
360,ECK120014830,aroG,785544,786821,forward
361,ECK120014831,aroH,1788204,1789510,forward
362,ECK120014832,aroL-yaiA-aroM,406226,408105,forward
363,ECK120014833,bioA,807968,809302,reverse
364,ECK120014834,cirA,2244778,2246973,reverse
365,ECK120014835,cyaA,3990774,3993699,forward
366,ECK120014836,deoCABD,4616063,4621659,forward
367,ECK120014837,fhuACDB,167430,173444,forward
368,ECK120014838,dusB-fis,3409983,3411626,forward
369,ECK120014839,fnr,1398774,1399663,reverse
370,ECK120014840,frdABCD,4378966,4382524,reverse
371,ECK120014841,galS,2240628,2241779,reverse
372,ECK120014842,galETKM,787763,792177,reverse
373,ECK120014843,glnALG,4053869,4058304,reverse
374,ECK120014844,glpABC,2352396,2356752,forward
375,ECK120014845,glpD,3561897,3563518,forward
376,ECK120014847,ilvY,3956883,3957891,reverse
377,ECK120014848,katG,4133693,4136015,forward
378,ECK120014850,lacZYA,361140,366435,reverse
379,ECK120014851,lexA-dinF,4257027,4259121,forward
380,ECK120014852,malEFG,4242539,4246700,reverse
381,ECK120014853,malPQ,3547986,3552644,reverse
382,ECK120014855,metA,4214159,4215209,forward
383,ECK120014856,metH,4223505,4227511,forward
384,ECK120014858,narGHJI,1279523,1286526,forward
385,ECK120014859,narK,1277710,1279348,forward
386,ECK120014860,nirBDC-cysG,3493680,3499201,forward
387,ECK120014862,ompA,1019013,1020241,reverse
388,ECK120014863,ompF,985894,987530,reverse
389,ECK120014864,oxyR,4158431,4159407,forward
390,ECK120014865,phoA-psiF,401667,403601,forward
391,ECK120014866,phoBR,417061,419184,forward
392,ECK120014867,hflD-purB,1190616,1192686,reverse
393,ECK120014868,purC,2596905,2597872,reverse
394,ECK120014869,purHD,4204642,4208114,reverse
395,ECK120014870,purL,2691656,2695635,reverse
396,ECK120014871,purMN,2620954,2622872,forward
397,ECK120014872,purR,1737631,1738869,forward
398,ECK120014873,pyrC,1121561,1122782,reverse
399,ECK120014874,pyrD,1004666,1005778,forward
400,ECK120014875,recAX,2822139,2823848,reverse
401,ECK120014876,rhaSR,4097589,4099494,forward
402,ECK120014877,sodA,4100649,4101430,forward
403,ECK120014878,ssb,4273931,4274661,forward
404,ECK120014879,sulA,1020410,1020958,reverse
405,ECK120014881,uvrA,4271049,4274091,reverse
406,ECK120014882,uvrB,813152,815547,forward
407,ECK120014883,uvrD,3997907,4000177,forward
408,ECK120014884,ada-alkB,2308691,2310498,reverse
409,ECK120014885,ahpCF,638609,641318,forward
410,ECK120014886,ansB,3099654,3100866,reverse
411,ECK120014888,cysB,1333674,1334874,forward
412,ECK120014889,cysJIH,2887578,2892094,reverse
413,ECK120014890,cysK,2532277,2533424,forward
414,ECK120014891,fadL,2461005,2462646,forward
415,ECK120014892,ilvIH,85341,87848,forward
416,ECK120014893,purEK,551527,553187,reverse
417,ECK120014894,tnaCAB,3888304,3891483,forward
418,ECK120014895,phoE,259045,260281,reverse
419,ECK120014896,tyrB,4267082,4268340,forward
420,ECK120014897,tyrP,1989502,1990892,forward
421,ECK120014898,ilvC,3957843,3959445,forward
422,ECK120014899,malT,3552943,3555820,forward
423,ECK120014900,fabA,1015952,1016544,reverse
424,ECK120014901,mtr,3304573,3305975,reverse
425,ECK120014902,purA,4404566,4405985,forward
426,ECK120014903,aidB,4414182,4415900,forward
427,ECK120014905,araFGH,1982554,1986412,reverse
428,ECK120014906,araJ,411297,412630,reverse
429,ECK120014907,cyoABCDE,446815,451930,reverse
430,ECK120014910,mdh,3383330,3384470,reverse
431,ECK120014911,carAB,29240,34120,forward
432,ECK120014912,argD,3488960,3490249,reverse
433,ECK120014913,asnA,3927013,3928147,forward
434,ECK120014916,betIBA,325577,329442,reverse
435,ECK120014917,betT,329381,331496,forward
436,ECK120014918,bioBFCD,809262,812947,forward
437,ECK120014919,cadC,4360396,4362182,reverse
438,ECK120014920,crp,3485854,3486792,forward
439,ECK120014921,cpdB,4434622,4436683,reverse
440,ECK120014922,malK-lamB-malM,4246483,4250474,forward
441,ECK120014923,speC,3107020,3109175,reverse
442,ECK120014924,tdcABCDEFG,3258285,3267293,reverse
443,ECK120014925,ubiG,2339539,2340289,forward
444,ECK120014926,ebgAC,3222551,3226171,forward
445,ECK120014927,fucPIKUR,2934028,2940099,forward
446,ECK120014928,mutY-yggX-mltC-nupG,3102911,3106970,forward
447,ECK120014929,uhpT,3845776,3847312,reverse
448,ECK120014930,melAB,4341640,4344790,forward
449,ECK120014931,malXY,1699201,1702129,forward
450,ECK120014932,udp,4016287,4017192,forward
451,ECK120014933,fucAO,2931865,2933989,reverse
452,ECK120014934,flhDC,1977266,1978577,reverse
453,ECK120014935,malS,3737228,3739620,forward
454,ECK120014936,aldB,3754906,3756724,reverse
455,ECK120014937,hns,1292127,1293247,reverse
456,ECK120014938,gyrA,2336793,2339568,reverse
457,ECK120014940,cynTSX,358700,361236,forward
458,ECK120014941,cynR,357791,358746,reverse
459,ECK120014942,cysPUWAM,2538672,2543642,reverse
460,ECK120014943,cysDNC,2873234,2876473,reverse
461,ECK120014944,nupC,2512909,2514244,forward
462,ECK120014945,dsdC,2476694,2477746,reverse
463,ECK120014946,exuT,3244830,3246522,forward
464,ECK120014947,fecABCDE,4510690,4516765,reverse
465,ECK120014948,fdhF,4297178,4299543,reverse
466,ECK120014950,proP,4330274,4332004,forward
467,ECK120014951,narXL,1275179,1277930,reverse
468,ECK120014952,fdnGHI,1547240,1551991,forward
469,ECK120014953,ndh,1165862,1167389,forward
470,ECK120014954,gadY,3664804,3664968,forward
471,ECK120014956,cytR,4123431,4124584,reverse
472,ECK120014957,ugpBAECQ,3587370,3592463,reverse
473,ECK120014959,entS,622199,623550,forward
474,ECK120014960,gcvB,2942624,2942900,forward
475,ECK120014966,ybhK,815739,816647,reverse
476,ECK120014967,folA,49642,50302,forward
477,ECK120014968,dapB,28252,29272,forward
478,ECK120014969,lysP,2247063,2248652,reverse
479,ECK120014972,pfkB,1806323,1807299,forward
480,ECK120014973,gltX,2519208,2520858,reverse
481,ECK120014974,amn,2054989,2056515,forward
482,ECK120014975,rimL,1498743,1499477,forward
483,ECK120014976,manA,1688476,1689751,forward
484,ECK120014978,alaS,2819381,2822114,reverse
485,ECK120014979,pepD,254259,255809,reverse
486,ECK120014981,pgi,4233673,4235407,forward
487,ECK120014982,adk,496965,497819,forward
488,ECK120014983,aspC,984519,985743,reverse
489,ECK120014984,bcp,2600437,2600948,forward
490,ECK120014985,blc,4377189,4378008,reverse
491,ECK120014986,cdh,4109794,4110730,forward
492,ECK120014987,cspD,922366,922818,reverse
493,ECK120014988,cysE,3781741,3782681,reverse
494,ECK120014989,gcvR,2599806,2600478,forward
495,ECK120014990,glnS,705892,707978,forward
496,ECK120014991,hemN,4051943,4053418,forward
497,ECK120014992,hisS,2639301,2640642,reverse
498,ECK120014993,katE,1813756,1816282,forward
499,ECK120014995,lpp,1757296,1757657,forward
500,ECK120014996,ppc,4150447,4153245,reverse
501,ECK120014997,rep,3960647,3962698,forward
502,ECK120014999,sbcB,2082728,2084183,forward
503,ECK120015001,ung,2716650,2717443,forward
504,ECK120015002,lysC,4231884,4233616,reverse
505,ECK120015003,uvrYC,1992874,1995545,reverse
506,ECK120015004,proS,217020,218837,reverse
507,ECK120015006,agaR,3277856,3278732,reverse
508,ECK120015008,ppiD,461647,463786,forward
509,ECK120015010,ssuEADCB,993277,997746,reverse
510,ECK120015012,dnaQ,235934,236798,forward
511,ECK120015014,rnhA,235535,236041,reverse
512,ECK120015015,cstA,629755,632091,forward
513,ECK120015019,cspI,1638428,1638959,reverse
514,ECK120015020,cspB,1641323,1641715,reverse
515,ECK120015021,cspG,1051423,1051673,forward
516,ECK120015023,srlAEBD-gutM-srlR-gutQ,2825438,2830778,forward
517,ECK120015025,galR,2976569,2977630,forward
518,ECK120015027,yceA,1116772,1117859,forward
519,ECK120015028,sohB,1329284,1330381,forward
520,ECK120015029,mpl,4455680,4457158,forward
521,ECK120015031,aceBAK,4215227,4220332,forward
522,ECK120015032,alkA,2146692,2147841,reverse
523,ECK120015033,araC,70110,71265,forward
524,ECK120015034,argCBH,4154873,4158223,forward
525,ECK120015035,argF,289301,290495,reverse
526,ECK120015036,argI,4477307,4478375,reverse
527,ECK120015038,aroF-tyrA,2738912,2741314,reverse
528,ECK120015042,pphA,1922313,1923385,reverse
529,ECK120015045,sixA,2456327,2456999,reverse
530,ECK120015047,asnW,2058027,2058144,reverse
531,ECK120015048,argT-hisJQMP,2423736,2428047,reverse
532,ECK120015050,yeaGH,1866765,1870238,forward
533,ECK120015051,yhdWXYZ,3418838,3423194,forward
534,ECK120015052,ddpXABCDF,1557112,1563249,reverse
535,ECK120015057,metBL,4128572,4132267,forward
